gridpoin_ID XDisplacement(m) YDisplacement(m) ZDisplacement(m)
4759 0 0.000261722 -0.000244824 
4760 0 0.000264523 -0.000245497 
4761 1.22942e-05 0.000237111 -0.000230528 
4762 1.34864e-05 0.000242312 -0.000233587 
4763 9.07704e-06 0.000237966 -0.000232742 
4764 9.85552e-06 0.000242541 -0.000234885 
4765 6.026e-06 0.000238848 -0.000234191 
4766 6.52801e-06 0.00024276 -0.000235696 
4767 3.03216e-06 0.000239892 -0.000234989 
4768 3.28236e-06 0.00024312 -0.000236044 
4769 0 0.000241091 -0.000235004 
4770 0 0.000243623 -0.000235771 
4771 1.08225e-05 0.000218142 -0.000221442 
4772 1.2099e-05 0.000222827 -0.000224645 
4773 7.9431e-06 0.000218836 -0.000223551 
4774 8.77638e-06 0.000222961 -0.000225828 
4775 5.25918e-06 0.000219582 -0.000224957 
4776 5.79579e-06 0.000223101 -0.00022656 
4777 2.64529e-06 0.000220485 -0.000225768 
4778 2.91042e-06 0.000223388 -0.000226926 
4779 0 0.000221514 -0.000225748 
4780 0 0.000223838 -0.000226618 
4781 9.50368e-06 0.000200109 -0.000213003 
4782 1.08457e-05 0.000204338 -0.000216316 
4783 6.91907e-06 0.000200643 -0.000215021 
4784 7.80409e-06 0.000204386 -0.000217445 
4785 4.56308e-06 0.00020126 -0.000216422 
4786 5.13969e-06 0.000204461 -0.000218141 
4787 2.28752e-06 0.000202071 -0.000217224 
4788 2.56776e-06 0.000204697 -0.000218501 
4789 0 0.000203032 -0.000217274 
4790 0 0.000205101 -0.000218193 
4791 8.31124e-06 0.000182944 -0.000205218 
4792 9.70551e-06 0.000186736 -0.000208649 
4793 5.99819e-06 0.00018336 -0.000207232 
4794 6.92842e-06 0.000186724 -0.000209714 
4795 3.9376e-06 0.000183866 -0.000208577 
4796 4.54608e-06 0.000186762 -0.000210361 
4797 1.9654e-06 0.000184552 -0.000209375 
4798 2.26513e-06 0.000186936 -0.000210706 
4799 0 0.000185412 -0.000209416 
4800 0 0.000187316 -0.000210367 
4801 7.22889e-06 0.000166549 -0.00019805 
4802 8.69594e-06 0.000169985 -0.00020156 
4803 5.17887e-06 0.000166886 -0.000200038 
4804 6.15379e-06 0.00016992 -0.000202598 
4805 3.38029e-06 0.000167338 -0.000201379 
4806 4.01627e-06 0.000169933 -0.000203246 
4807 1.68666e-06 0.000167934 -0.000202222 
4808 2.00281e-06 0.000170074 -0.000203578 
4809 0 0.000168682 -0.000202278 
4810 0 0.000170396 -0.000203307 
4811 6.25815e-06 0.000150934 -0.000191546 
4812 7.77442e-06 0.000154021 -0.000195097 
4813 4.43671e-06 0.000151202 -0.000193499 
4814 5.45314e-06 0.000153929 -0.000196104 
4815 2.88043e-06 0.00015156 -0.00019484 
4816 3.53847e-06 0.000153901 -0.000196723 
4817 1.43832e-06 0.000152087 -0.000195617 
4818 1.76826e-06 0.000154029 -0.000197028 
4819 0 0.000152776 -0.000195704 
4820 0 0.000154301 -0.000196747 
4821 5.39348e-06 0.000136025 -0.000185609 
4822 6.96516e-06 0.000138784 -0.000189201 
4823 3.77469e-06 0.000136207 -0.000187544 
4824 4.82342e-06 0.000138642 -0.000190169 
4825 2.43135e-06 0.0001365 -0.000188847 
4826 3.11224e-06 0.000138592 -0.000190789 
4827 1.21494e-06 0.00013694 -0.000189688 
4828 1.55583e-06 0.00013866 -0.000191107 
4829 0 0.000137549 -0.000189781 
4830 0 0.000138939 -0.000190843 
4831 4.62339e-06 0.000121703 -0.000180252 
4832 6.24206e-06 0.000124157 -0.00018388 
4833 3.1866e-06 0.000121824 -0.000182191 
4834 4.26521e-06 0.000124007 -0.000184853 
4835 2.03516e-06 0.000122053 -0.000183505 
4836 2.73878e-06 0.000123912 -0.000185465 
4837 1.01688e-06 0.00012243 -0.000184296 
4838 1.36354e-06 0.000123976 -0.000185732 
4839 0 0.000122984 -0.000184386 
4840 0 0.000124221 -0.000185491 
4841 3.95006e-06 0.000107946 -0.000175486 
4842 5.61178e-06 0.000110112 -0.000179119 
4843 2.67154e-06 0.000108036 -0.000177402 
4844 3.78329e-06 0.000109951 -0.000180071 
4845 1.68826e-06 0.000108219 -0.000178712 
4846 2.4068e-06 0.000109879 -0.000180662 
4847 8.42373e-07 0.000108538 -0.000179519 
4848 1.19467e-06 0.000109914 -0.000180989 
4849 0 0.000109015 -0.000179646 
4850 0 0.000110107 -0.000180724 
4851 3.36426e-06 9.47169e-05 -0.000171247 
4852 5.05441e-06 9.66014e-05 -0.000174879 
4853 2.21746e-06 9.47712e-05 -0.000173157 
4854 3.35568e-06 9.64517e-05 -0.00017585 
4855 1.38377e-06 9.49107e-05 -0.000174482 
4856 2.11743e-06 9.63505e-05 -0.000176437 
4857 6.91455e-07 9.51766e-05 -0.000175267 
4858 1.05143e-06 9.63718e-05 -0.000176733 
4859 0 9.55859e-05 -0.000175367 
4860 0 9.65497e-05 -0.000176462 
4861 2.85999e-06 8.19182e-05 -0.000167571 
4862 4.57856e-06 8.35422e-05 -0.000171215 
4863 1.83072e-06 8.19467e-05 -0.000169502 
4864 2.98671e-06 8.34068e-05 -0.00017218 
4865 1.11807e-06 8.20621e-05 -0.000170805 
4866 1.86936e-06 8.33159e-05 -0.000172755 
4867 5.58109e-07 8.22888e-05 -0.000171615 
4868 9.23692e-07 8.33253e-05 -0.000173076 
4869 0 8.26338e-05 -0.000171704 
4870 0 8.34484e-05 -0.000172784 
4871 2.42549e-06 6.95072e-05 -0.000164388 
4872 4.17138e-06 7.09021e-05 -0.000168036 
4873 1.50713e-06 6.95145e-05 -0.000166325 
4874 2.6829e-06 7.07457e-05 -0.000169015 
4875 8.9662e-07 6.96045e-05 -0.000167631 
4876 1.65982e-06 7.06644e-05 -0.000169611 
4877 4.42719e-07 6.97918e-05 -0.000168454 
4878 8.14033e-07 7.06677e-05 -0.000169911 
4879 0 7.00614e-05 -0.000168507 
4880 0 7.07576e-05 -0.000169613 
4881 2.0735e-06 5.74261e-05 -0.000161726 
4882 3.83991e-06 5.85584e-05 -0.000165378 
4883 1.2353e-06 5.74187e-05 -0.000163667 
4884 2.42463e-06 5.84374e-05 -0.000166348 
4885 7.12753e-07 5.74876e-05 -0.000165002 
4886 1.48767e-06 5.83644e-05 -0.000166963 
4887 3.48073e-07 5.76282e-05 -0.000165815 
4888 7.28352e-07 5.83572e-05 -0.00016727 
4889 0 5.78627e-05 -0.000165877 
4890 0 5.84415e-05 -0.000166952 
4891 1.78598e-06 4.56003e-05 -0.000159531 
4892 3.56848e-06 4.65137e-05 -0.000163182 
4893 1.01575e-06 4.56018e-05 -0.000161489 
4894 2.21972e-06 4.64135e-05 -0.000164181 
4895 5.66386e-07 4.56479e-05 -0.000162849 
4896 1.3496e-06 4.63449e-05 -0.00016482 
4897 2.75545e-07 4.57645e-05 -0.000163683 
4898 6.59802e-07 4.6342e-05 -0.000165137 
4899 0 4.59533e-05 -0.000163748 
4900 0 4.64057e-05 -0.000164843 
4901 1.56377e-06 3.40191e-05 -0.000157861 
4902 3.35714e-06 3.46868e-05 -0.000161499 
4903 8.47668e-07 3.40044e-05 -0.000159817 
4904 2.0576e-06 3.46016e-05 -0.000162497 
4905 4.55048e-07 3.40325e-05 -0.000161164 
4906 1.24473e-06 3.45491e-05 -0.000163131 
4907 2.18293e-07 3.41096e-05 -0.000162019 
4908 6.09579e-07 3.45336e-05 -0.000163482 
4909 0 3.42491e-05 -0.000162111 
4910 0 3.45856e-05 -0.000163195 
4911 1.40751e-06 2.2587e-05 -0.000156665 
4912 3.21355e-06 2.30334e-05 -0.000160321 
4913 7.27403e-07 2.25754e-05 -0.000158623 
4914 1.94593e-06 2.29688e-05 -0.000161311 
4915 3.77836e-07 2.25919e-05 -0.000159979 
4916 1.16898e-06 2.29355e-05 -0.000161929 
4917 1.8088e-07 2.26388e-05 -0.000160821 
4918 5.71522e-07 2.29289e-05 -0.000162274 
4919 0 2.27287e-05 -0.00016091 
4920 0 2.29617e-05 -0.000161994 
4921 1.31531e-06 1.12666e-05 -0.000155949 
4922 3.12837e-06 1.14917e-05 -0.000159583 
4923 6.59755e-07 1.12562e-05 -0.000157904 
4924 1.88368e-06 1.14587e-05 -0.000160581 
4925 3.29234e-07 1.12615e-05 -0.000159239 
4926 1.12277e-06 1.14341e-05 -0.000161197 
4927 1.58404e-07 1.129e-05 -0.000160082 
4928 5.48794e-07 1.14302e-05 -0.00016153 
4929 0 1.13369e-05 -0.000160186 
4930 0 1.14468e-05 -0.000161283 
4931 1.28038e-06 0 -0.000155695 
4932 3.09497e-06 0 -0.000159334 
4933 6.40502e-07 0 -0.000157626 
4934 1.86263e-06 0 -0.00016029 
4935 3.14507e-07 0 -0.00015897 
4936 1.11036e-06 0 -0.000160917 
4937 1.48123e-07 0 -0.000159819 
4938 5.42099e-07 0 -0.000161252 
4939 0 0 -0.000159946 
4940 0 0 -0.00016102 
4941 -0.00014594 0 -0.00143991 
4942 -0.00016073 -3.39233e-05 -0.00147099 
4943 -8.66759e-05 0 -0.00140557 
4944 -9.9233e-05 -3.35822e-05 -0.00144236 
4945 -4.5667e-05 0 -0.00138863 
4946 -5.49594e-05 -3.3121e-05 -0.00143087 
4947 -1.86035e-05 0 -0.001389 
4948 -2.35139e-05 -3.32686e-05 -0.00143587 
4949 0 0 -0.00139453 
4950 0 -3.35337e-05 -0.00144374 
4951 -0.000204247 -6.18452e-05 -0.00156412 
4952 -0.000135861 -6.24812e-05 -0.00155354 
4953 -8.18586e-05 -6.2529e-05 -0.0015589 
4954 -3.71888e-05 -6.43067e-05 -0.00157862 
4955 0 -6.68015e-05 -0.00159371 
4956 -0.00027335 -6.26498e-05 -0.00170444 
4957 -0.000195643 -6.36211e-05 -0.00172828 
4958 -0.000127782 -6.35743e-05 -0.00176679 
4959 -6.38818e-05 -6.46504e-05 -0.00181357 
4960 0 -7.26959e-05 -0.00184081 
4961 0 0 0 
4962 0 0 0 
4963 0 0 0 
4964 0 0 0 
4965 0 0 0 
4966 0 0 0 
4967 0 0 0 
4968 0 0 0 
4969 0 0 0 
4970 0 0 0 
4971 -0.00105526 -0.0147704 -0.00397442 
4972 -0.000868793 -0.0143583 -0.00491043 
4973 -0.000537217 -0.0139085 -0.00574918 
4974 -0.000212346 -0.0132242 -0.00670217 
4975 0 -0.0128971 -0.00744835 
4976 -0.00130612 -0.0100425 -0.00497059 
4977 -0.00103721 -0.00942877 -0.00561961 
4978 -0.000607558 -0.00880718 -0.00626754 
4979 -0.000205915 -0.00799471 -0.00694836 
4980 0 -0.0075107 -0.00750023 
4981 -0.0016794 -0.0050909 -0.00485925 
4982 -0.0011658 -0.00455219 -0.00542668 
4983 -0.00069004 -0.00392438 -0.00585076 
4984 -0.000261326 -0.00340988 -0.0061026 
4985 0 -0.00313675 -0.00625278 
4986 -0.00158058 -0.00172949 -0.00354291 
4987 -0.00116279 -0.00148332 -0.00416492 
4988 -0.000747581 -0.00118572 -0.00455971 
4989 -0.000348964 -0.000995887 -0.00476085 
4990 0 -0.000899328 -0.00482625 
4991 -0.0011045 3.96056e-05 -0.00233349 
4992 -0.000865368 5.68871e-05 -0.00281862 
4993 -0.000595235 0.000104573 -0.00317182 
4994 -0.000298706 0.000137662 -0.00337534 
4995 0 0.000149429 -0.00342107 
4996 -0.000601828 0.000675629 -0.00147579 
4997 -0.000483346 0.000634743 -0.00176005 
4998 -0.000337131 0.000603103 -0.00198299 
4999 -0.000173667 0.000576253 -0.0021227 
5000 0 0.000566182 -0.00216934 
5001 -0.000294227 0.000845716 -0.000990047 
5002 -0.000242566 0.00081138 -0.0011494 
5003 -0.000173898 0.000775753 -0.00127881 
5004 -9.07921e-05 0.000743791 -0.00136462 
5005 0 0.000733309 -0.00139393 
5006 -0.000123651 0.0009111 -0.000742249 
5007 -0.000104212 0.000890196 -0.000831561 
5008 -7.67943e-05 0.00086656 -0.000903701 
5009 -4.09327e-05 0.000843833 -0.000951719 
5010 0 0.000837534 -0.000968259 
5011 -3.6402e-05 0.000924587 -0.000613165 
5012 -3.22679e-05 0.000913362 -0.000668024 
5013 -2.49618e-05 0.000899665 -0.000711564 
5014 -1.37136e-05 0.000885627 -0.000740094 
5015 0 0.000882086 -0.000749557 
5016 8.64588e-06 0.000910259 -0.000540568 
5017 4.92384e-06 0.000903219 -0.000576633 
5018 1.85909e-06 0.00089405 -0.000604722 
5019 3.50232e-07 0.000885129 -0.00062282 
5020 0 0.000883036 -0.000628367 
5021 3.17313e-05 0.000879029 -0.000496096 
5022 2.35721e-05 0.000873927 -0.00052112 
5023 1.52109e-05 0.000866955 -0.000540444 
5024 7.37585e-06 0.000861037 -0.000552586 
5025 0 0.000859714 -0.000556259 
5026 4.29382e-05 0.00083628 -0.000466205 
5027 3.24616e-05 0.000833293 -0.000484229 
5028 2.15419e-05 0.000828574 -0.000498112 
5029 1.07096e-05 0.00082467 -0.000506797 
5030 0 0.000823798 -0.000509079 
5031 4.74651e-05 0.000789412 -0.000443985 
5032 3.61309e-05 0.000787828 -0.000457527 
5033 2.42094e-05 0.000784872 -0.000467877 
5034 1.21144e-05 0.000782406 -0.000474232 
5035 0 0.000781827 -0.000475875 
5036 4.8333e-05 0.00074169 -0.000425874 
5037 3.6861e-05 0.000740996 -0.000436335 
5038 2.48104e-05 0.000739198 -0.000444279 
5039 1.24569e-05 0.000737672 -0.000449085 
5040 0 0.000737272 -0.000450199 
5041 4.7202e-05 0.000694723 -0.000409829 
5042 3.60103e-05 0.000694586 -0.000418166 
5043 2.42818e-05 0.00069352 -0.000424416 
5044 1.22157e-05 0.000692555 -0.000428161 
5045 0 0.000692317 -0.000428871 
5046 4.49976e-05 0.000649389 -0.000394969 
5047 3.43157e-05 0.000649587 -0.000401641 
5048 2.31616e-05 0.000648996 -0.000406639 
5049 1.16484e-05 0.000648413 -0.000409574 
5050 0 0.000648247 -0.00041006 
5051 4.22512e-05 0.000606147 -0.000380684 
5052 3.21848e-05 0.000606544 -0.000386141 
5053 2.17237e-05 0.000606226 -0.000390151 
5054 1.09211e-05 0.000605825 -0.000392472 
5055 0 0.000605731 -0.000392755 
5056 3.92849e-05 0.000565203 -0.000366776 
5057 2.98516e-05 0.000565639 -0.000371228 
5058 2.0128e-05 0.000565481 -0.000374463 
5059 1.01258e-05 0.000565211 -0.000376308 
5060 0 0.000565195 -0.000376463 
5061 3.62852e-05 0.000526579 -0.00035309 
5062 2.75098e-05 0.000526999 -0.000356767 
5063 1.85202e-05 0.000526933 -0.00035939 
5064 9.30683e-06 0.000526739 -0.000360781 
5065 0 0.000526714 -0.000360797 
5066 3.33657e-05 0.000490232 -0.000339644 
5067 2.52221e-05 0.000490648 -0.000342692 
5068 1.69512e-05 0.000490581 -0.000344843 
5069 8.51738e-06 0.000490444 -0.00034597 
5070 0 0.000490397 -0.000345922 
5071 3.05713e-05 0.000456087 -0.000326504 
5072 2.30392e-05 0.000456421 -0.00032897 
5073 1.54654e-05 0.000456362 -0.000330729 
5074 7.76541e-06 0.000456252 -0.000331567 
5075 0 0.000456206 -0.000331415 
5076 2.79509e-05 0.000423997 -0.000313618 
5077 2.09963e-05 0.00042427 -0.000315687 
5078 1.40695e-05 0.000424211 -0.000317093 
5079 7.05248e-06 0.000424067 -0.000317787 
5080 0 0.000424066 -0.000317638 
5081 2.55213e-05 0.000393879 -0.000301124 
5082 1.90968e-05 0.000394083 -0.00030281 
5083 1.27621e-05 0.000393985 -0.000303929 
5084 6.39661e-06 0.000393832 -0.000304449 
5085 0 0.000393821 -0.000304282 
5086 2.32531e-05 0.000365572 -0.000289062 
5087 1.73408e-05 0.000365689 -0.000290432 
5088 1.15652e-05 0.000365555 -0.000291339 
5089 5.78412e-06 0.00036538 -0.00029168 
5090 0 0.000365348 -0.000291437 
5091 2.11869e-05 0.000338943 -0.000277483 
5092 1.57375e-05 0.000338943 -0.000278579 
5093 1.04601e-05 0.000338762 -0.000279263 
5094 5.22843e-06 0.000338606 -0.000279529 
5095 0 0.000338557 -0.000279242 
5096 1.92957e-05 0.000313854 -0.00026637 
5097 1.42538e-05 0.000313775 -0.000267249 
5098 9.4588e-06 0.000313562 -0.000267806 
5099 4.72209e-06 0.000313385 -0.000267969 
5100 0 0.000313358 -0.000267641 
5101 1.75591e-05 0.000290222 -0.00025584 
5102 1.29103e-05 0.000290102 -0.000256523 
5103 8.54237e-06 0.000289845 -0.000256902 
5104 4.2508e-06 0.000289648 -0.000256993 
5105 0 0.000289584 -0.000256558 
5106 1.59873e-05 0.000267934 -0.00024586 
5107 1.16854e-05 0.000267711 -0.000246429 
5108 7.6997e-06 0.000267464 -0.000246702 
5109 3.82767e-06 0.000267244 -0.00024666 
5110 0 0.000267184 -0.000246255 
5111 1.45614e-05 0.000246878 -0.000236496 
5112 1.05788e-05 0.000246629 -0.000236922 
5113 6.94522e-06 0.000246301 -0.000237117 
5114 3.44835e-06 0.000246092 -0.00023704 
5115 0 0.000246006 -0.000236652 
5116 1.32643e-05 0.000226929 -0.000227678 
5117 9.56379e-06 0.000226637 -0.000228011 
5118 6.25951e-06 0.000226315 -0.000228129 
5119 3.0972e-06 0.000226066 -0.000228004 
5120 0 0.000225978 -0.000227536 
5121 1.20867e-05 0.000208037 -0.000219483 
5122 8.64844e-06 0.000207711 -0.000219749 
5123 5.62771e-06 0.000207344 -0.00021978 
5124 2.77403e-06 0.000207134 -0.000219658 
5125 0 0.000207055 -0.000219224 
5126 1.1023e-05 0.000190095 -0.000211887 
5127 7.83833e-06 0.000189729 -0.000212071 
5128 5.07601e-06 0.000189386 -0.000212094 
5129 2.49154e-06 0.000189151 -0.000211918 
5130 0 0.000189087 -0.000211446 
5131 1.00835e-05 0.000173014 -0.000204892 
5132 7.10216e-06 0.000172659 -0.000205033 
5133 4.57284e-06 0.000172317 -0.00020502 
5134 2.24366e-06 0.000172062 -0.000204843 
5135 0 0.000171993 -0.000204414 
5136 9.23329e-06 0.000156741 -0.000198448 
5137 6.44622e-06 0.00015639 -0.000198565 
5138 4.12465e-06 0.000156035 -0.000198538 
5139 2.02274e-06 0.00015582 -0.000198303 
5140 0 0.000155742 -0.000197893 
5141 8.46898e-06 0.000141212 -0.000192591 
5142 5.85562e-06 0.000140831 -0.000192697 
5143 3.72614e-06 0.000140509 -0.000192632 
5144 1.82321e-06 0.000140286 -0.000192422 
5145 0 0.000140226 -0.000192011 
5146 7.8006e-06 0.000126328 -0.000187302 
5147 5.33525e-06 0.000125969 -0.000187373 
5148 3.37249e-06 0.000125626 -0.000187323 
5149 1.64163e-06 0.000125417 -0.000187098 
5150 0 0.000125374 -0.000186663 
5151 7.21108e-06 0.000112045 -0.000182547 
5152 4.88157e-06 0.000111691 -0.000182613 
5153 3.0629e-06 0.000111382 -0.000182543 
5154 1.4809e-06 0.000111188 -0.000182321 
5155 0 0.00011112 -0.000181895 
5156 6.69302e-06 9.82778e-05 -0.000178329 
5157 4.48201e-06 9.79599e-05 -0.000178382 
5158 2.78886e-06 9.76882e-05 -0.000178303 
5159 1.34349e-06 9.74968e-05 -0.000178099 
5160 0 9.74487e-05 -0.00017763 
5161 6.24618e-06 8.50059e-05 -0.000174655 
5162 4.14e-06 8.47182e-05 -0.000174712 
5163 2.55754e-06 8.44602e-05 -0.000174642 
5164 1.22313e-06 8.42922e-05 -0.000174407 
5165 0 8.42272e-05 -0.000173977 
5166 5.87444e-06 7.21226e-05 -0.000171482 
5167 3.85449e-06 7.18675e-05 -0.000171561 
5168 2.36402e-06 7.16453e-05 -0.000171483 
5169 1.12225e-06 7.14847e-05 -0.000171271 
5170 0 7.14226e-05 -0.000170814 
5171 5.56054e-06 5.95776e-05 -0.000168822 
5172 3.61639e-06 5.93626e-05 -0.000168898 
5173 2.20038e-06 5.91621e-05 -0.000168838 
5174 1.04043e-06 5.90273e-05 -0.000168616 
5175 0 5.89815e-05 -0.000168124 
5176 5.30935e-06 4.73248e-05 -0.000166645 
5177 3.4213e-06 4.71433e-05 -0.00016673 
5178 2.06809e-06 4.698e-05 -0.000166689 
5179 9.75715e-07 4.68722e-05 -0.000166492 
5180 0 4.68311e-05 -0.000166022 
5181 5.11718e-06 3.52905e-05 -0.000164942 
5182 3.27247e-06 3.51477e-05 -0.000165051 
5183 1.97081e-06 3.50288e-05 -0.000165012 
5184 9.2689e-07 3.49417e-05 -0.000164828 
5185 0 3.49116e-05 -0.000164368 
5186 4.98333e-06 2.34285e-05 -0.000163763 
5187 3.16768e-06 2.33328e-05 -0.000163854 
5188 1.89923e-06 2.32494e-05 -0.000163806 
5189 8.93267e-07 2.31901e-05 -0.000163603 
5190 0 2.31715e-05 -0.000163175 
5191 4.90163e-06 1.1688e-05 -0.000163022 
5192 3.10677e-06 1.16384e-05 -0.000163101 
5193 1.85928e-06 1.15965e-05 -0.000163061 
5194 8.73298e-07 1.15651e-05 -0.000162874 
5195 0 1.15557e-05 -0.000162441 
5196 4.87524e-06 0 -0.000162768 
5197 3.0892e-06 0 -0.000162833 
5198 1.84678e-06 0 -0.000162775 
5199 8.64405e-07 0 -0.000162613 
5200 0 0 -0.000162193 
5201 -0.000406917 0 -0.000827814 
5202 -0.000405969 -1.88342e-05 -0.000826282 
5203 -0.000273152 0 -0.000590098 
5204 -0.000272583 -1.45182e-05 -0.000589271 
5205 -0.000356563 0 -0.000785069 
5206 -0.000355485 -1.40108e-05 -0.000783581 
5207 -0.000217783 0 -0.000551052 
5208 -0.00021723 -1.02166e-05 -0.000550228 
5209 -0.000339618 0 -0.000689076 
5210 -0.000338285 -1.05978e-05 -0.000687712 
5211 -0.000188116 0 -0.000495266 
5212 -0.000187514 -7.28899e-06 -0.000494581 
5213 -0.00032103 0 -0.000557065 
5214 -0.000319525 -8.06989e-06 -0.000556064 
5215 -0.000169525 0 -0.000425843 
5216 -0.000168882 -5.34867e-06 -0.000425311 
5217 -0.000293412 0 -0.000417676 
5218 -0.000291925 -6.74557e-06 -0.000417201 
5219 -0.000160045 0 -0.000351599 
5220 -0.000159403 -4.45318e-06 -0.000351257 
5221 -0.000403149 -3.74611e-05 -0.000821854 
5222 -0.000270879 -2.89137e-05 -0.000586781 
5223 -0.000352261 -2.77975e-05 -0.000779057 
5224 -0.000215586 -2.03304e-05 -0.00054781 
5225 -0.000334315 -2.09635e-05 -0.000683596 
5226 -0.000185719 -1.44781e-05 -0.000492483 
5227 -0.000315053 -1.59191e-05 -0.000553134 
5228 -0.000166962 -1.06109e-05 -0.000423684 
5229 -0.000287498 -1.32846e-05 -0.000415664 
5230 -0.000157485 -8.82795e-06 -0.000350214 
5231 -0.00039847 -5.56717e-05 -0.000814511 
5232 -0.000268075 -4.3063e-05 -0.000582683 
5233 -0.000346956 -4.11544e-05 -0.000771532 
5234 -0.00021287 -3.02324e-05 -0.000543837 
5235 -0.0003278 -3.0881e-05 -0.000676907 
5236 -0.000182765 -2.14725e-05 -0.000488995 
5237 -0.000307733 -2.33419e-05 -0.000548312 
5238 -0.000163807 -1.56997e-05 -0.000420965 
5239 -0.000280239 -1.94345e-05 -0.000413192 
5240 -0.000154323 -1.30486e-05 -0.000348499 
5241 -0.000392017 -7.32671e-05 -0.000804444 
5242 -0.0002642 -5.68518e-05 -0.000577007 
5243 -0.000339672 -5.38817e-05 -0.000761219 
5244 -0.000209128 -3.98278e-05 -0.000538369 
5245 -0.000318891 -4.01373e-05 -0.000667833 
5246 -0.000178707 -2.8186e-05 -0.000484197 
5247 -0.000297752 -3.01354e-05 -0.000541672 
5248 -0.000159479 -2.0536e-05 -0.000417285 
5249 -0.000270343 -2.50201e-05 -0.000409748 
5250 -0.000149981 -1.70459e-05 -0.000346131 
5251 -0.000383871 -9.00804e-05 -0.000791689 
5252 -0.000259312 -7.01646e-05 -0.000569757 
5253 -0.000330536 -6.58033e-05 -0.000748256 
5254 -0.000204412 -4.9021e-05 -0.000531371 
5255 -0.000307789 -4.85675e-05 -0.000656451 
5256 -0.000173617 -3.45383e-05 -0.000478078 
5257 -0.000285365 -3.61329e-05 -0.000533383 
5258 -0.000154056 -2.50443e-05 -0.000412611 
5259 -0.000258068 -2.99028e-05 -0.000405445 
5260 -0.000144546 -2.07518e-05 -0.000343144 
5261 -0.000374147 -0.000105929 -0.000776445 
5262 -0.000253479 -8.29e-05 -0.000561039 
5263 -0.000319715 -7.67627e-05 -0.00073283 
5264 -0.000198798 -5.77314e-05 -0.000523027 
5265 -0.000294743 -5.60235e-05 -0.000642897 
5266 -0.000167585 -4.04593e-05 -0.000470786 
5267 -0.000270878 -4.12045e-05 -0.000523674 
5268 -0.000147648 -2.91636e-05 -0.000407007 
5269 -0.000243723 -3.39532e-05 -0.000400331 
5270 -0.000138114 -2.41112e-05 -0.000339542 
5271 -0.000363013 -0.000120664 -0.000758825 
5272 -0.000246767 -9.49721e-05 -0.000550987 
5273 -0.000307416 -8.66378e-05 -0.000715119 
5274 -0.00019237 -6.58869e-05 -0.000513383 
5275 -0.000280036 -6.24014e-05 -0.000627387 
5276 -0.000160714 -4.58863e-05 -0.000462377 
5277 -0.000254626 -4.52615e-05 -0.000512549 
5278 -0.000140373 -3.28446e-05 -0.000400523 
5279 -0.000227649 -3.70901e-05 -0.000394418 
5280 -0.000130812 -2.7079e-05 -0.000335375 
5281 -0.000350603 -0.000134171 -0.000739101 
5282 -0.000239261 -0.000106298 -0.00053964 
5283 -0.00029385 -9.53331e-05 -0.000695342 
5284 -0.000185221 -7.34262e-05 -0.000502535 
5285 -0.000263968 -6.76354e-05 -0.000610194 
5286 -0.000153117 -5.07714e-05 -0.000452908 
5287 -0.000236983 -4.82562e-05 -0.000500187 
5288 -0.000132357 -3.60491e-05 -0.000393226 
5289 -0.000210204 -3.92733e-05 -0.000387776 
5290 -0.000122774 -2.9623e-05 -0.000330648 
5291 -0.000337078 -0.000146342 -0.000717472 
5292 -0.000231055 -0.000116807 -0.00052714 
5293 -0.000279242 -0.000102794 -0.000673874 
5294 -0.000177451 -8.03016e-05 -0.000490545 
5295 -0.000246857 -7.16862e-05 -0.000591533 
5296 -0.000144916 -5.50826e-05 -0.000442521 
5297 -0.000218327 -5.01759e-05 -0.000486768 
5298 -0.000123738 -3.87506e-05 -0.000385208 
5299 -0.000191769 -4.04941e-05 -0.000380501 
5300 -0.000114129 -3.17185e-05 -0.000325397 
5301 -0.000322618 -0.000157118 -0.000694343 
5302 -0.000222246 -0.000126439 -0.000513551 
5303 -0.000263824 -0.000108988 -0.00065091 
5304 -0.00016917 -8.64773e-05 -0.000477622 
5305 -0.00022902 -7.45662e-05 -0.000571707 
5306 -0.000136234 -5.88004e-05 -0.000431279 
5307 -0.000199029 -5.10449e-05 -0.000472478 
5308 -0.000114655 -4.09415e-05 -0.000376514 
5309 -0.000172717 -4.07761e-05 -0.000372663 
5310 -0.000105027 -3.33495e-05 -0.000319721 
5311 -0.000307436 -0.000166441 -0.000669818 
5312 -0.000212931 -0.000135154 -0.000499025 
5313 -0.000247836 -0.000113924 -0.000626823 
5314 -0.000160481 -9.19317e-05 -0.00046389 
5315 -0.000210767 -7.63114e-05 -0.00055101 
5316 -0.000127201 -6.19114e-05 -0.000419346 
5317 -0.00017944 -5.09211e-05 -0.000457474 
5318 -0.000105252 -4.2619e-05 -0.000367227 
5319 -0.000153393 -4.0182e-05 -0.000364325 
5320 -9.56142e-05 -3.45185e-05 -0.000313597 
5321 -0.000291671 -0.000174303 -0.000644239 
5322 -0.000203213 -0.000142921 -0.000483682 
5323 -0.000231504 -0.000117636 -0.000601842 
5324 -0.000151489 -9.66597e-05 -0.000449436 
5325 -0.000192388 -7.69924e-05 -0.000529619 
5326 -0.00011794 -6.4423e-05 -0.000406781 
5327 -0.000159896 -4.98885e-05 -0.000442014 
5328 -9.56681e-05 -4.37896e-05 -0.0003575 
5329 -0.000134127 -3.87794e-05 -0.000355608 
