gridpoin_ID XDisplacement(m) YDisplacement(m) ZDisplacement(m)
8461 7.09144e-05 5.78725e-06 -0.000109538 
8462 6.90032e-05 1.0099e-05 -0.000114002 
8463 7.12448e-05 7.41802e-06 -0.000108265 
8464 7.11567e-05 4.72253e-06 -0.000108503 
8465 6.91119e-05 7.63017e-06 -0.000113101 
8466 7.13872e-05 5.61704e-06 -0.000107393 
8467 7.13375e-05 3.59221e-06 -0.000107665 
8468 6.91885e-05 5.11316e-06 -0.000112443 
8469 7.14929e-05 3.77098e-06 -0.00010678 
8470 7.14647e-05 2.41822e-06 -0.00010708 
8471 6.92273e-05 2.56466e-06 -0.000112043 
8472 7.15547e-05 1.89365e-06 -0.000106402 
8473 7.15368e-05 1.21553e-06 -0.000106712 
8474 6.92452e-05 0 -0.00011192 
8475 7.15693e-05 0 -0.00010628 
8476 7.15565e-05 0 -0.000106593 
8477 -0.00122386 0 0.000936426 
8478 -0.00121544 -4.30598e-05 0.000928845 
8479 -0.000965505 0 0.000513156 
8480 -0.000959399 -3.20786e-05 0.000508919 
8481 -0.000750359 0 0.000247261 
8482 -0.000746107 -2.42006e-05 0.000244942 
8483 -0.00119053 -8.43124e-05 0.00090646 
8484 -0.000941345 -6.28296e-05 0.000496406 
8485 -0.000733494 -4.74887e-05 0.000238033 
8486 -0.00115024 -0.000122115 0.000870408 
8487 -0.000912116 -9.10284e-05 0.000476188 
8488 -0.000712976 -6.90127e-05 0.0002268 
8489 -0.00109631 -0.000155049 0.000822338 
8490 -0.000872915 -0.000115655 0.000449136 
8491 -0.000685281 -8.80452e-05 0.000211685 
8492 -0.00103095 -0.000181981 0.000764336 
8493 -0.000825254 -0.000135943 0.000416295 
8494 -0.000651341 -0.000104021 0.000193166 
8495 -0.000956649 -0.000202111 0.000698674 
8496 -0.000770852 -0.0001514 0.000378891 
8497 -0.000612231 -0.000116563 0.00017187 
8498 -0.00087605 -0.000215063 0.000627768 
8499 -0.000711493 -0.000161821 0.000338089 
8500 -0.000569131 -0.000125483 0.000148398 
8501 -0.000791746 -0.000220851 0.000553894 
8502 -0.000648922 -0.000167267 0.000295145 
8503 -0.00052319 -0.000130772 0.00012342 
8504 -0.000706204 -0.000219852 0.000478997 
8505 -0.000584785 -0.000167957 0.00025112 
8506 -0.000475561 -0.000132565 9.75841e-05 
8507 -0.000621633 -0.00021269 0.000404952 
8508 -0.00052058 -0.000164275 0.000207007 
8509 -0.00042729 -0.000131095 7.14101e-05 
8510 -0.000539935 -0.000200236 0.00033328 
8511 -0.000457616 -0.000156734 0.000163749 
8512 -0.000379324 -0.000126715 4.5506e-05 
8513 -0.000462635 -0.0001835 0.00026532 
8514 -0.00039704 -0.000145953 0.000122128 
8515 -0.000332495 -0.000119825 2.0315e-05 
8516 -0.000390853 -0.000163593 0.000202032 
8517 -0.000339746 -0.000132611 8.27633e-05 
8518 -0.000287484 -0.000110861 -3.74551e-06 
8519 -0.000325303 -0.000141612 0.000144138 
8520 -0.000286379 -0.000117398 4.61697e-05 
8521 -0.000244849 -0.000100288 -2.63561e-05 
8522 -0.000266328 -0.000118575 9.20312e-05 
8523 -0.000237368 -0.000101003 1.27281e-05 
8524 -0.000204986 -8.85614e-05 -4.72342e-05 
8525 -0.000213968 -9.53843e-05 4.58441e-05 
8526 -0.000192938 -8.40249e-05 -1.73787e-05 
8527 -0.00016818 -7.61113e-05 -6.62264e-05 
8528 -0.000168008 -7.27751e-05 5.48322e-06 
8529 -0.000153117 -6.70436e-05 -4.4074e-05 
8530 -0.000134568 -6.33596e-05 -8.32298e-05 
8531 -0.000128074 -5.1309e-05 -2.93208e-05 
8532 -0.000117802 -5.05143e-05 -6.73581e-05 
8533 -0.000104196 -5.065e-05 -9.81321e-05 
8534 -9.36637e-05 -3.13968e-05 -5.89446e-05 
8535 -8.67683e-05 -3.48039e-05 -8.73422e-05 
8536 -7.6995e-05 -3.8302e-05 -0.000111024 
8537 -6.42488e-05 -1.33079e-05 -8.37992e-05 
8538 -5.97116e-05 -2.01844e-05 -0.000104277 
8539 -5.28577e-05 -2.65474e-05 -0.000121931 
8540 -3.92991e-05 2.83965e-06 -0.000104356 
8541 -3.63172e-05 -6.82131e-06 -0.000118336 
8542 -3.1592e-05 -1.55691e-05 -0.000130933 
8543 -1.82331e-05 1.69736e-05 -0.000121087 
8544 -1.61925e-05 5.15917e-06 -0.000129779 
8545 -1.30055e-05 -5.49956e-06 -0.000138186 
8546 -5.67853e-07 2.91145e-05 -0.000134457 
8547 9.8004e-07 1.57039e-05 -0.000138879 
8548 3.13875e-06 3.57395e-06 -0.000143848 
8549 1.41586e-05 3.93415e-05 -0.000144922 
8550 1.55686e-05 2.48343e-05 -0.000145893 
8551 1.70762e-05 1.16236e-05 -0.000148044 
8552 2.63951e-05 4.77795e-05 -0.000152844 
8553 2.78778e-05 3.25776e-05 -0.000151072 
8554 2.90414e-05 1.8628e-05 -0.000150955 
8555 3.64941e-05 5.45707e-05 -0.000158658 
8556 3.82173e-05 3.90045e-05 -0.000154691 
8557 3.92441e-05 2.46061e-05 -0.000152738 
8558 4.48036e-05 5.98539e-05 -0.000162625 
8559 4.68527e-05 4.41916e-05 -0.00015694 
8560 4.79077e-05 2.95944e-05 -0.000153515 
8561 5.15876e-05 6.37606e-05 -0.000165061 
8562 5.40263e-05 4.82464e-05 -0.000158029 
8563 5.52051e-05 3.36477e-05 -0.00015344 
8564 5.70994e-05 6.64477e-05 -0.000166241 
8565 5.99407e-05 5.12506e-05 -0.000158145 
8566 6.13239e-05 3.68317e-05 -0.000152661 
8567 6.15417e-05 6.80553e-05 -0.000166356 
8568 6.48058e-05 5.33077e-05 -0.000157465 
8569 6.64338e-05 3.92072e-05 -0.000151253 
8570 6.50974e-05 6.87054e-05 -0.00016562 
8571 6.87687e-05 5.45025e-05 -0.000156109 
8572 7.06813e-05 4.0846e-05 -0.000149369 
8573 6.79287e-05 6.85354e-05 -0.000164193 
8574 7.19878e-05 5.4956e-05 -0.000154247 
8575 7.41668e-05 4.18199e-05 -0.000147099 
8576 7.01517e-05 6.76503e-05 -0.000162242 
8577 7.45657e-05 5.47576e-05 -0.000151989 
8578 7.70258e-05 4.2197e-05 -0.000144576 
8579 7.18751e-05 6.6133e-05 -0.000159869 
8580 7.66047e-05 5.39641e-05 -0.000149408 
8581 7.93322e-05 4.20304e-05 -0.000141805 
8582 7.31856e-05 6.40808e-05 -0.000157211 
8583 7.82094e-05 5.2652e-05 -0.000146593 
8584 8.11809e-05 4.1392e-05 -0.000138879 
8585 7.41644e-05 6.15698e-05 -0.000154366 
8586 7.94497e-05 5.09007e-05 -0.000143653 
8587 8.26484e-05 4.03319e-05 -0.000135872 
8588 7.48862e-05 5.86691e-05 -0.000151395 
8589 8.03878e-05 4.87712e-05 -0.000140648 
8590 8.38081e-05 3.89199e-05 -0.000132834 
8591 7.53937e-05 5.54391e-05 -0.000148398 
8592 8.10885e-05 4.63054e-05 -0.000137643 
8593 8.4686e-05 3.71804e-05 -0.000129815 
8594 7.5732e-05 5.19433e-05 -0.000145414 
8595 8.16045e-05 4.35662e-05 -0.000134691 
8596 8.53713e-05 3.5158e-05 -0.000126891 
8597 7.59487e-05 4.8211e-05 -0.000142498 
8598 8.1965e-05 4.05823e-05 -0.000131813 
8599 8.58733e-05 3.29071e-05 -0.000124091 
8600 7.60546e-05 4.42863e-05 -0.000139726 
8601 8.21956e-05 3.74019e-05 -0.000129085 
8602 8.6225e-05 3.04477e-05 -0.000121415 
8603 7.60838e-05 4.02046e-05 -0.000137095 
8604 8.23307e-05 3.40483e-05 -0.000126508 
8605 8.64897e-05 2.78158e-05 -0.000118915 
8606 7.6063e-05 3.59987e-05 -0.00013469 
8607 8.24011e-05 3.05584e-05 -0.000124166 
8608 8.66552e-05 2.50357e-05 -0.000116616 
8609 7.60118e-05 3.16866e-05 -0.000132494 
8610 8.24314e-05 2.69585e-05 -0.000122029 
8611 8.67691e-05 2.21497e-05 -0.000114538 
8612 7.59403e-05 2.72911e-05 -0.000130537 
8613 8.24242e-05 2.326e-05 -0.000120143 
8614 8.68316e-05 1.91552e-05 -0.000112723 
8615 7.587e-05 2.28285e-05 -0.000128863 
8616 8.2395e-05 1.94897e-05 -0.000118516 
8617 8.68582e-05 1.60787e-05 -0.000111158 
8618 7.58072e-05 1.83207e-05 -0.000127462 
8619 8.23566e-05 1.566e-05 -0.000117154 
8620 8.68722e-05 1.29354e-05 -0.000109848 
8621 7.57399e-05 1.37708e-05 -0.000126364 
8622 8.23274e-05 1.17829e-05 -0.00011609 
8623 8.68706e-05 9.74643e-06 -0.000108816 
8624 7.56816e-05 9.19615e-06 -0.000125564 
8625 8.22937e-05 7.873e-06 -0.000115326 
8626 8.68671e-05 6.5171e-06 -0.000108084 
8627 7.56605e-05 4.60333e-06 -0.000125075 
8628 8.22854e-05 3.94318e-06 -0.000114859 
8629 8.68605e-05 3.26272e-06 -0.00010764 
8630 7.56528e-05 0 -0.000124914 
8631 8.22811e-05 0 -0.000114693 
8632 8.68562e-05 0 -0.000107495 
8633 -0.00170024 0 0.00151649 
8634 -0.0016866 -5.10426e-05 0.00150257 
8635 -0.00138467 0 0.000904578 
8636 -0.00137401 -4.01226e-05 0.000896169 
8637 -0.00110458 0 0.000509947 
8638 -0.00109668 -3.21291e-05 0.000505027 
8639 -0.00164638 -9.99627e-05 0.00146159 
8640 -0.00134263 -7.82849e-05 0.000871485 
8641 -0.00107337 -6.26248e-05 0.00049057 
8642 -0.0015815 -0.000144779 0.00139584 
8643 -0.00129212 -0.000112756 0.000831999 
8644 -0.0010358 -9.00212e-05 0.000467379 
8645 -0.00149493 -0.000183687 0.00130883 
8646 -0.00122491 -0.000142098 0.000779941 
8647 -0.000985678 -0.000113153 0.000436643 
8648 -0.00139042 -0.000215039 0.00120477 
8649 -0.00114411 -0.000165218 0.000717687 
8650 -0.000925239 -0.000131234 0.000399707 
8651 -0.00127223 -0.000237502 0.00108817 
8652 -0.00105304 -0.000181351 0.000647928 
8653 -0.000856871 -0.000143828 0.000358073 
8654 -0.00114477 -0.000249965 0.000963976 
8655 -0.000955078 -0.000190172 0.000573422 
8656 -0.000782983 -0.000150841 0.000313296 
8657 -0.00101292 -0.000251857 0.000836666 
8658 -0.000853541 -0.000191733 0.000496616 
8659 -0.00070592 -0.000152475 0.000266701 
8660 -0.000881424 -0.000243702 0.000710377 
8661 -0.000751524 -0.000186515 0.000419652 
8662 -0.000627801 -0.000149133 0.000219523 
8663 -0.000754435 -0.000226799 0.000588567 
8664 -0.000651763 -0.000175238 0.00034428 
8665 -0.000550531 -0.000141355 0.000172795 
8666 -0.000635247 -0.000202791 0.000473847 
8667 -0.000556562 -0.00015884 0.000272062 
8668 -0.000475725 -0.000129784 0.000127469 
8669 -0.000526127 -0.000173672 0.000368257 
8670 -0.00046769 -0.000138477 0.000204326 
8671 -0.00040473 -0.000115155 8.43586e-05 
8672 -0.000428391 -0.00014144 0.000273072 
8673 -0.000386378 -0.000115404 0.00014204 
8674 -0.000338548 -9.82584e-05 4.41201e-05 
8675 -0.000342468 -0.000107956 0.0001889 
8676 -0.000313267 -9.08129e-05 8.58194e-05 
8677 -0.000277871 -7.99016e-05 7.22429e-06 
8678 -0.00026816 -7.47724e-05 0.000115724 
8679 -0.000248586 -6.5796e-05 3.59806e-05 
8680 -0.00022306 -6.08262e-05 -2.59868e-05 
8681 -0.000204774 -4.31012e-05 5.31328e-05 
8682 -0.000192154 -4.13011e-05 -7.44365e-06 
8683 -0.000174225 -4.17266e-05 -5.53443e-05 
8684 -0.000151324 -1.38131e-05 3.15536e-07 
8685 -0.000143519 -1.80503e-05 -4.46649e-05 
8686 -0.000131252 -2.31835e-05 -8.08406e-05 
8687 -0.000106703 1.25443e-05 -4.3631e-05 
8688 -0.000102033 3.40481e-06 -7.61055e-05 
8689 -9.38504e-05 -5.66858e-06 -0.000102595 
8690 -6.97742e-05 3.56753e-05 -7.97166e-05 
8691 -6.69825e-05 2.27453e-05 -0.000102223 
8692 -6.15922e-05 1.05048e-05 -0.000120801 
8693 -3.9438e-05 5.55221e-05 -0.000108943 
8694 -3.75989e-05 3.97779e-05 -0.000123565 
8695 -3.40515e-05 2.50749e-05 -0.000135742 
8696 -1.46848e-05 7.21403e-05 -0.000132238 
8697 -1.31574e-05 5.4418e-05 -0.000140657 
8698 -1.06916e-05 3.79338e-05 -0.000147708 
8699 5.38423e-06 8.56971e-05 -0.000150478 
8700 7.02773e-06 6.67466e-05 -0.000154041 
8701 8.94956e-06 4.90498e-05 -0.000157017 
8702 2.15633e-05 9.646e-05 -0.000164486 
8703 2.35968e-05 7.68421e-05 -0.000164251 
8704 2.53693e-05 5.84232e-05 -0.000163951 
8705 3.45306e-05 0.00010468 -0.000174915 
8706 3.71115e-05 8.48516e-05 -0.000171749 
8707 3.8993e-05 6.61221e-05 -0.000168894 
8708 4.48461e-05 0.000110646 -0.000182376 
8709 4.80619e-05 9.09713e-05 -0.000176935 
8710 5.02316e-05 7.22421e-05 -0.000172069 
8711 5.29959e-05 0.000114633 -0.000187384 
8712 5.68746e-05 9.5359e-05 -0.000180198 
8713 5.94236e-05 7.69053e-05 -0.000173753 
8714 5.93798e-05 0.000116886 -0.000190352 
8715 6.39034e-05 9.8242e-05 -0.000181842 
8716 6.68764e-05 8.02399e-05 -0.000174183 
8717 6.43351e-05 0.00011767 -0.000191682 
8718 6.94682e-05 9.97835e-05 -0.000182149 
8719 7.28989e-05 8.23722e-05 -0.000173591 
8720 6.81296e-05 0.000117167 -0.000191657 
8721 7.38339e-05 0.000100141 -0.000181382 
8722 7.77138e-05 8.34378e-05 -0.000172123 
8723 7.09962e-05 0.00011558 -0.000190602 
8724 7.71925e-05 9.94782e-05 -0.000179776 
8725 8.1504e-05 8.35746e-05 -0.000169989 
8726 7.31092e-05 0.000113105 -0.000188696 
8727 7.97533e-05 9.79443e-05 -0.000177466 
8728 8.4463e-05 8.28782e-05 -0.000167319 
8729 7.46333e-05 0.000109869 -0.000186138 
8730 8.16564e-05 9.56584e-05 -0.00017465 
8731 8.67371e-05 8.1451e-05 -0.000164245 
8732 7.56709e-05 0.000105989 -0.000183089 
8733 8.3034e-05 9.27417e-05 -0.00017144 
8734 8.84459e-05 7.94227e-05 -0.000160871 
8735 7.63405e-05 0.000101587 -0.000179708 
8736 8.39899e-05 8.92941e-05 -0.00016794 
8737 8.96924e-05 7.68542e-05 -0.000157269 
8738 7.67162e-05 9.67719e-05 -0.000176128 
8739 8.46115e-05 8.53901e-05 -0.000164276 
8740 9.0562e-05 7.38276e-05 -0.000153555 
8741 7.68736e-05 9.15996e-05 -0.000172402 
8742 8.49649e-05 8.1117e-05 -0.000160538 
8743 9.11413e-05 7.04073e-05 -0.000149794 
8744 7.68754e-05 8.61538e-05 -0.000168641 
8745 8.51181e-05 7.65354e-05 -0.000156782 
8746 9.14794e-05 6.66715e-05 -0.00014607 
8747 7.67416e-05 8.04848e-05 -0.000164922 
8748 8.51206e-05 7.17026e-05 -0.000153088 
8749 9.1637e-05 6.26714e-05 -0.000142405 
8750 7.65177e-05 7.4637e-05 -0.000161259 
8751 8.5009e-05 6.66613e-05 -0.000149501 
8752 9.16609e-05 5.8428e-05 -0.000138869 
8753 7.62376e-05 6.86668e-05 -0.000157783 
8754 8.48134e-05 6.14627e-05 -0.000146048 
8755 9.15844e-05 5.40072e-05 -0.000135479 
8756 7.59194e-05 6.25894e-05 -0.000154476 
8757 8.45578e-05 5.614e-05 -0.000142795 
8758 9.14313e-05 4.94396e-05 -0.000132291 
8759 7.55954e-05 5.64472e-05 -0.000151394 
8760 8.42835e-05 5.07156e-05 -0.000139771 
8761 9.12207e-05 4.47577e-05 -0.000129327 
8762 7.52603e-05 5.02425e-05 -0.000148563 
8763 8.39942e-05 4.52142e-05 -0.000137019 
8764 9.10014e-05 3.99691e-05 -0.000126631 
8765 7.49355e-05 4.40051e-05 -0.000146004 
8766 8.37107e-05 3.96451e-05 -0.000134522 
8767 9.07694e-05 3.51009e-05 -0.000124201 
8768 7.46498e-05 3.77377e-05 -0.000143746 
8769 8.34374e-05 3.40427e-05 -0.000132329 
8770 9.05423e-05 3.01784e-05 -0.000122084 
8771 7.43977e-05 3.14572e-05 -0.000141817 
8772 8.31901e-05 2.84111e-05 -0.000130437 
8773 9.03392e-05 2.52091e-05 -0.000120248 
8774 7.41863e-05 2.51687e-05 -0.000140218 
8775 8.29962e-05 2.27481e-05 -0.000128872 
8776 9.0161e-05 2.0208e-05 -0.00011872 
8777 7.40107e-05 1.88765e-05 -0.00013896 
8778 8.28349e-05 1.70667e-05 -0.000127658 
8779 9.00257e-05 1.51729e-05 -0.000117531 
8780 7.38845e-05 1.2586e-05 -0.000138046 
8781 8.27123e-05 1.13834e-05 -0.000126766 
8782 8.99199e-05 1.01224e-05 -0.000116677 
8783 7.38073e-05 6.29403e-06 -0.000137499 
8784 8.26402e-05 5.69472e-06 -0.000126232 
8785 8.98451e-05 5.06354e-06 -0.00011615 
8786 7.37728e-05 0 -0.000137315 
8787 8.26113e-05 0 -0.000126048 
8788 8.98277e-05 0 -0.000115969 
8789 -0.00223876 0 0.00227889 
8790 -0.00221928 -4.90791e-05 0.0022563 
8791 -0.00188368 0 0.00143526 
8792 -0.00186711 -4.03478e-05 0.00142097 
8793 -0.0015395 0 0.00087197 
8794 -0.00152629 -3.6144e-05 0.000862895 
8795 -0.00216171 -9.76709e-05 0.00218951 
8796 -0.00181828 -7.93175e-05 0.00137905 
8797 -0.00148754 -7.00227e-05 0.000836423 
8798 -0.00206842 -0.000144358 0.00208227 
8799 -0.00173985 -0.000115447 0.00131193 
8800 -0.00142576 -9.98644e-05 0.000794404 
8801 -0.00194293 -0.000186597 0.00194123 
8802 -0.00163624 -0.000146958 0.00122325 
8803 -0.00134444 -0.000124435 0.000739241 
8804 -0.00179001 -0.000221811 0.00177376 
8805 -0.00151223 -0.000172094 0.00111836 
8806 -0.00124763 -0.000142759 0.000673918 
8807 -0.00161598 -0.000247946 0.00158754 
8808 -0.00137327 -0.000189642 0.00100185 
8809 -0.00113959 -0.000154366 0.000601719 
8810 -0.00142922 -0.000262336 0.00138895 
8811 -0.00122519 -0.000198523 0.000877901 
8812 -0.00102462 -0.00015904 0.000525323 
8813 -0.00123797 -0.000262763 0.00118592 
8814 -0.00107329 -0.000197871 0.000751454 
8815 -0.000906612 -0.000156907 0.000447177 
8816 -0.00105053 -0.00024862 0.00098683 
8817 -0.00092306 -0.000187487 0.000626725 
8818 -0.000789125 -0.000148367 0.000369438 
8819 -0.000873699 -0.000221779 0.00079924 
8820 -0.000779334 -0.000168483 0.000507192 
8821 -0.00067532 -0.000134038 0.000293774 
8822 -0.000712604 -0.000185395 0.000627728 
8823 -0.000645932 -0.000142631 0.000395432 
8824 -0.00056783 -0.000114877 0.000221744 
8825 -0.000570211 -0.000143132 0.00047479 
8826 -0.000525307 -0.000111992 0.000293416 
8827 -0.00046866 -9.20638e-05 0.000154673 
8828 -0.0004474 -9.83538e-05 0.00034157 
8829 -0.000418766 -7.87389e-05 0.000202382 
8830 -0.000379094 -6.69077e-05 9.35665e-05 
8831 -0.000343614 -5.38743e-05 0.00022778 
8832 -0.000326514 -4.47912e-05 0.000122775 
8833 -0.000299741 -4.06976e-05 3.9003e-05 
8834 -0.000257351 -1.1812e-05 0.000132367 
8835 -0.000247987 -1.17972e-05 5.45342e-05 
8836 -0.000230611 -1.46359e-05 -8.73129e-06 
8837 -0.000186628 2.64181e-05 5.35614e-05 
8838 -0.000182098 1.90132e-05 -3.00301e-06 
8839 -0.00017128 1.0318e-05 -4.96876e-05 
8840 -0.000129291 5.99851e-05 -1.06356e-05 
8841 -0.000127477 4.6844e-05 -5.06879e-05 
8842 -0.000121009 3.34466e-05 -8.41974e-05 
8843 -8.32503e-05 8.85805e-05 -6.22454e-05 
8844 -8.26716e-05 7.12276e-05 -8.96387e-05 
8845 -7.88725e-05 5.42406e-05 -0.000112742 
8846 -4.65655e-05 0.000112219 -0.000103206 
8847 -4.62424e-05 9.1959e-05 -0.000120929 
8848 -4.39014e-05 7.24262e-05 -0.000135908 
8849 -1.75524e-05 0.000131146 -0.000135253 
8850 -1.68681e-05 0.000109089 -0.00014566 
8851 -1.51557e-05 8.78827e-05 -0.000154318 
8852 5.23302e-06 0.000145785 -0.000159926 
8853 6.65324e-06 0.000122802 -0.000164779 
8854 8.29863e-06 0.000100656 -0.000168564 
8855 2.3019e-05 0.000156609 -0.000178581 
8856 2.53417e-05 0.000133378 -0.000179206 
8857 2.72798e-05 0.000110883 -0.000179251 
8858 3.67988e-05 0.000164091 -0.000192318 
8859 4.0087e-05 0.00014112 -0.000189769 
8860 4.25323e-05 0.000118736 -0.000186892 
8861 4.73839e-05 0.000168695 -0.00020202 
8862 5.16336e-05 0.000146346 -0.000197077 
8863 5.4688e-05 0.000124417 -0.000192028 
8864 5.54363e-05 0.000170876 -0.000208505 
8865 6.05844e-05 0.000149389 -0.000201778 
8866 6.4301e-05 0.000128155 -0.000195029 
8867 6.14967e-05 0.000171023 -0.000212362 
8868 6.74424e-05 0.000150559 -0.00020431 
8869 7.18096e-05 0.000130213 -0.000196317 
8870 6.59769e-05 0.000169465 -0.000214128 
8871 7.2637e-05 0.000150137 -0.000205077 
8872 7.76119e-05 0.000130788 -0.000196148 
8873 6.92214e-05 0.0001665 -0.000214241 
8874 7.64949e-05 0.000148357 -0.000204459 
8875 8.20258e-05 0.000130071 -0.000194815 
8876 7.14924e-05 0.000162416 -0.000213016 
8877 7.9293e-05 0.000145455 -0.000202736 
8878 8.53278e-05 0.00012827 -0.000192584 
8879 7.30003e-05 0.000157392 -0.000210799 
8880 8.12479e-05 0.000141617 -0.000200152 
8881 8.77264e-05 0.000125543 -0.00018964 
8882 7.39386e-05 0.000151631 -0.000207799 
8883 8.25376e-05 0.000137013 -0.000196913 
8884 8.94027e-05 0.000122031 -0.000186146 
8885 7.44383e-05 0.000145299 -0.000204244 
8886 8.33192e-05 0.000131796 -0.000193175 
8887 9.05114e-05 0.000117873 -0.000182262 
8888 7.45937e-05 0.00013851 -0.000200266 
8889 8.37183e-05 0.000126059 -0.000189093 
8890 9.11734e-05 0.000113181 -0.000178105 
8891 7.44894e-05 0.000131366 -0.000196026 
8892 8.37982e-05 0.000119936 -0.000184818 
8893 9.14849e-05 0.000108053 -0.000173774 
8894 7.42086e-05 0.000123959 -0.000191654 
8895 8.36626e-05 0.000113502 -0.000180421 
8896 9.15382e-05 0.000102567 -0.000169354 
8897 7.38015e-05 0.000116357 -0.00018724 
8898 8.33578e-05 0.000106816 -0.000176003 
8899 9.13769e-05 9.67947e-05 -0.000164942 
8900 7.33019e-05 0.000108624 -0.000182843 
8901 8.29313e-05 9.99533e-05 -0.000171637 
8902 9.10753e-05 9.08065e-05 -0.000160613 
8903 7.27457e-05 0.000100814 -0.000178529 
8904 8.24326e-05 9.29576e-05 -0.000167372 
8905 9.06665e-05 8.46429e-05 -0.000156394 
8906 7.21639e-05 9.2966e-05 -0.000174364 
8907 8.18761e-05 8.58696e-05 -0.000163255 
8908 9.01939e-05 7.83518e-05 -0.000152351 
8909 7.15831e-05 8.50847e-05 -0.00017041 
8910 8.13133e-05 7.87203e-05 -0.000159368 
8911 8.96856e-05 7.19589e-05 -0.000148509 
8912 7.10132e-05 7.72058e-05 -0.000166724 
8913 8.07532e-05 7.15285e-05 -0.000155718 
8914 8.91684e-05 6.54903e-05 -0.000144923 
8915 7.04711e-05 6.93429e-05 -0.000163294 
8916 8.02065e-05 6.43267e-05 -0.000152347 
8917 8.865e-05 5.89841e-05 -0.000141608 
8918 6.99626e-05 6.15111e-05 -0.000160145 
8919 7.96991e-05 5.71294e-05 -0.000149261 
8920 8.81586e-05 5.24431e-05 -0.000138592 
8921 6.94923e-05 5.37084e-05 -0.000157316 
8922 7.92262e-05 4.99269e-05 -0.000146503 
8923 8.77006e-05 4.58929e-05 -0.000135888 
8924 6.90823e-05 4.59435e-05 -0.000154839 
8925 7.87955e-05 4.275e-05 -0.000144069 
8926 8.72836e-05 3.93288e-05 -0.000133508 
8927 6.87288e-05 3.82098e-05 -0.000152732 
8928 7.8428e-05 3.55789e-05 -0.000141987 
8929 8.69181e-05 3.27612e-05 -0.000131467 
8930 6.84398e-05 3.05226e-05 -0.00015097 
8931 7.81334e-05 2.84362e-05 -0.000140284 
8932 8.66189e-05 2.61967e-05 -0.000129789 
8933 6.82109e-05 2.28667e-05 -0.000149597 
8934 7.79017e-05 2.13119e-05 -0.000138935 
8935 8.63896e-05 1.96413e-05 -0.000128484 
8936 6.80437e-05 1.52322e-05 -0.000148622 
8937 7.77264e-05 1.41982e-05 -0.000137968 
8938 8.62203e-05 1.30874e-05 -0.000127531 
8939 6.79415e-05 7.61123e-06 -0.000148034 
8940 7.76182e-05 7.09676e-06 -0.000137377 
8941 8.61151e-05 6.54545e-06 -0.000126958 
8942 6.7905e-05 0 -0.000147825 
8943 7.75811e-05 0 -0.000137185 
8944 8.60855e-05 0 -0.000126769 
8945 -0.00276752 0 0.00324687 
8946 -0.00274359 -3.53602e-05 0.00321409 
8947 -0.00243464 0 0.00212335 
8948 -0.00241196 -2.62235e-05 0.00210225 
8949 -0.00204354 0 0.00134338 
8950 -0.00202411 -2.8368e-05 0.00132956 
8951 -0.0026726 -7.73163e-05 0.00311474 
8952 -0.00234511 -5.67131e-05 0.00203809 
8953 -0.00196682 -5.71052e-05 0.00128828 
8954 -0.00255674 -0.000124217 0.00295271 
8955 -0.00223744 -8.98954e-05 0.00193198 
8956 -0.00187499 -8.4156e-05 0.00122109 
8957 -0.00239805 -0.00017024 0.00273785 
8958 -0.00209371 -0.000121681 0.00179255 
8959 -0.00175459 -0.000107088 0.00113326 
8960 -0.00219891 -0.000210149 0.00248216 
8961 -0.00191978 -0.000150123 0.00162952 
8962 -0.00161246 -0.00012543 0.00103109 
8963 -0.00196657 -0.000240056 0.00219869 
8964 -0.00172283 -0.000171836 0.00145032 
8965 -0.001455 -0.000138313 0.000918175 
8966 -0.00171306 -0.000256138 0.00189906 
8967 -0.00151171 -0.000184809 0.00126164 
8968 -0.00128829 -0.000144339 0.000798526 
8969 -0.0014525 -0.000255146 0.0015966 
8970 -0.00129716 -0.000186034 0.00106764 
8971 -0.0011188 -0.000142086 0.000675982 
8972 -0.00120057 -0.000236497 0.00130382 
8973 -0.00108869 -0.000173351 0.000876619 
8974 -0.000952523 -0.000130943 0.000555144 
8975 -0.000969806 -0.00020081 0.00103161 
8976 -0.000894029 -0.000147632 0.000696863 
8977 -0.000794786 -0.000111478 0.000439401 
8978 -0.000766155 -0.000152226 0.000789875 
8979 -0.000718643 -0.000112289 0.000533336 
8980 -0.000649655 -8.52846e-05 0.000331461 
8981 -0.000592609 -9.71285e-05 0.000581343 
8982 -0.000565459 -7.12294e-05 0.000388525 
8983 -0.000519809 -5.44803e-05 0.000233351 
8984 -0.000448548 -4.068e-05 0.000405722 
8985 -0.000435076 -2.79934e-05 0.00026335 
8986 -0.000406444 -2.13015e-05 0.000146321 
8987 -0.0003314 1.32254e-05 0.000260873 
8988 -0.000326415 1.44822e-05 0.00015752 
8989 -0.000309572 1.21877e-05 7.08866e-05 
8990 -0.000237669 6.20063e-05 0.000143503 
8991 -0.000237411 5.40647e-05 6.97881e-05 
8992 -0.000228272 4.42544e-05 6.90101e-06 
8993 -0.000163665 0.000104252 4.98281e-05 
8994 -0.000165532 8.93333e-05 -1.69357e-06 
8995 -0.000161074 7.36593e-05 -4.63038e-05 
8996 -0.000105831 0.000139388 -2.40307e-05 
8997 -0.000108145 0.000119551 -5.9086e-05 
8998 -0.000106225 9.96222e-05 -8.97566e-05 
8999 -6.10282e-05 0.000167539 -8.15511e-05 
