zone_ID Sig1(MPa) Sig2(MPa) Sig3(MPa) _Sxx(MPa) _Syy(MPa) _Szz(MPa) _State
7927 -429403 -683448 -1.00486e+06 -877956 -444352 -795404 1
7928 -414952 -635726 -986630 -907710 -442765 -686833 1
7929 -402353 -604982 -961823 -930389 -445313 -593456 1
7930 -393059 -591879 -943236 -939614 -446672 -541889 1
7931 -443947 -765903 -1.00455e+06 -864995 -452561 -896848 0
7932 -426461 -719517 -999839 -884689 -443742 -817386 1
7933 -412523 -680089 -981941 -911092 -442265 -721196 1
7934 -400669 -653542 -958500 -930646 -443732 -638332 1
7935 -392415 -641469 -941928 -938724 -444258 -592830 1
7936 -442030 -794146 -998045 -875224 -451253 -907743 0
7937 -424521 -757861 -995547 -893673 -442038 -842218 1
7938 -411691 -726615 -980516 -918019 -440143 -760661 1
7939 -401082 -704191 -959456 -935219 -440686 -688824 1
7940 -393721 -693314 -944654 -941937 -440562 -649189 1
7941 -440678 -822553 -991363 -886508 -449478 -918609 0
7942 -424359 -796079 -991759 -903881 -440314 -868002 0
7943 -412231 -772701 -981921 -927215 -437094 -802544 1
7944 -403764 -755088 -965135 -943761 -437361 -742865 1
7945 -398156 -747300 -953929 -951487 -437376 -710521 1
7946 -439985 -848980 -984092 -897371 -447548 -928138 0
7947 -425899 -831949 -987800 -914082 -439102 -892464 0
7948 -414241 -816223 -983911 -936642 -434312 -843422 1
7949 -407237 -803427 -972394 -953405 -433892 -795761 1
7950 -402791 -797016 -963541 -961326 -433766 -768256 1
7951 -439968 -871768 -976317 -906692 -445863 -935498 0
7952 -428625 -862997 -982019 -922415 -438520 -912705 0
7953 -418414 -855052 -983525 -944025 -433206 -879761 0
7954 -411274 -848245 -979882 -963269 -430809 -845323 1
7955 -408080 -844343 -974481 -972526 -430678 -823699 1
7956 -440971 -890198 -968927 -914113 -445161 -940822 0
7957 -431927 -887248 -974229 -927637 -438631 -927135 0
7958 -423303 -885459 -978232 -946671 -433067 -907256 0
7959 -417271 -884491 -979911 -966049 -430007 -885617 0
7960 -414059 -884096 -980095 -978412 -428726 -871113 0
7961 -442674 -904081 -962322 -919499 -445420 -944158 0
7962 -435668 -904871 -966696 -930622 -439833 -936781 0
7963 -428761 -906689 -969625 -945233 -434603 -925238 0
7964 -423416 -908836 -970714 -959878 -430878 -912210 0
7965 -420659 -910396 -970642 -969300 -429156 -903241 0
7966 -444916 -913919 -956656 -923127 -446588 -945775 0
7967 -439587 -916770 -960138 -931984 -441981 -942530 0
7968 -434320 -920674 -962146 -942998 -437530 -936613 0
7969 -430151 -924851 -962304 -953661 -434125 -929520 0
7970 -427900 -927839 -961508 -960415 -432358 -924475 0
7971 -447410 -920371 -951900 -925313 -448358 -946010 0
7972 -443547 -924130 -954732 -932240 -444816 -945353 0
7973 -439717 -928864 -956079 -940403 -441328 -942929 0
7974 -436625 -933991 -955491 -948037 -438545 -939524 0
7975 -434902 -938042 -953792 -952777 -437015 -936943 0
7976 -449971 -924163 -947997 -926424 -450469 -945238 0
7977 -447331 -928013 -950412 -931747 -447946 -946063 0
7978 -444708 -932650 -951483 -937718 -445434 -945688 0
7979 -442571 -937757 -950657 -943116 -443391 -944479 0
7980 -441363 -942707 -947962 -946398 -442240 -943395 0
7981 -452432 -925981 -944809 -926766 -452676 -943780 0
7982 -450790 -929416 -947008 -930795 -451059 -945359 0
7983 -449156 -933319 -948174 -935113 -449441 -946095 0
7984 -447812 -937352 -947920 -938882 -448106 -946096 0
7985 -447051 -940758 -946516 -941127 -447348 -945849 0
7986 -454704 -926468 -942170 -926599 -454817 -941926 0
7987 -453841 -929265 -944254 -929604 -453949 -943808 0
7988 -452973 -932216 -945630 -932685 -453067 -945067 0
7989 -452252 -934930 -946108 -935285 -452330 -945674 0
7990 -451841 -936738 -945987 -936800 -451909 -945856 0
7991 -456706 -926150 -939905 -926108 -456761 -939892 0
7992 -456439 -928313 -941872 -928322 -456483 -941819 0
7993 -456144 -930431 -943344 -930489 -456173 -943257 0
7994 -455879 -932200 -944188 -932255 -455892 -944120 0
7995 -455725 -933254 -944511 -933263 -455730 -944497 0
7996 -458424 -925421 -937881 -925437 -458461 -937829 0
7997 -458581 -927052 -939682 -927042 -458610 -939663 0
7998 -458690 -928550 -941106 -928540 -458710 -941096 0
7999 -458758 -929727 -942040 -929724 -458770 -942030 0
8000 -458788 -930384 -942484 -930384 -458795 -942477 0
8001 -459845 -924521 -936013 -924675 -459880 -935824 0
8002 -460296 -925742 -937616 -925818 -460329 -937505 0
8003 -460688 -926813 -938917 -926842 -460720 -938857 0
8004 -460972 -927608 -939799 -927615 -461001 -939763 0
8005 -461121 -928034 -940235 -928034 -461150 -940206 0
8006 -460992 -923590 -934276 -923891 -461032 -933935 0
8007 -461642 -924511 -935677 -924692 -461686 -935452 0
8008 -462209 -925282 -936816 -925369 -462256 -936681 0
8009 -462633 -925832 -937597 -925861 -462682 -937519 0
8010 -462859 -926117 -937988 -926120 -462909 -937935 0
8011 -461895 -922699 -932666 -923124 -461941 -932195 0
8012 -462665 -923400 -933872 -923671 -462718 -933549 0
8013 -463342 -923966 -934852 -924107 -463400 -934653 0
8014 -463839 -924353 -935519 -924403 -463902 -935406 0
8015 -464108 -924548 -935859 -924553 -464174 -935788 0
8016 -462591 -921882 -931188 -922401 -462642 -930618 0
8017 -463423 -922424 -932217 -922762 -463481 -931820 0
8018 -464145 -922842 -933046 -923022 -464211 -932800 0
8019 -464684 -923122 -933613 -923187 -464755 -933476 0
8020 -464973 -923257 -933896 -923265 -465046 -933815 0
8021 -463107 -921147 -929840 -921733 -463160 -929202 0
8022 -463952 -921570 -930713 -921955 -464013 -930267 0
8023 -464692 -921887 -931413 -922094 -464761 -931137 0
8024 -465249 -922098 -931895 -922174 -465323 -931745 0
8025 -465547 -922199 -932135 -922207 -465623 -932050 0
8026 -463466 -920495 -928616 -921123 -463519 -927936 0
8027 -464308 -920830 -929357 -921245 -464369 -928881 0
8028 -465047 -921082 -929953 -921306 -465115 -929662 0
8029 -465593 -921240 -930357 -921323 -465666 -930201 0
8030 -465882 -921316 -930560 -921325 -465957 -930476 0
8031 -463716 -919921 -927512 -920574 -463769 -926807 0
8032 -464540 -920198 -928144 -920630 -464599 -927654 0
8033 -465248 -920395 -928647 -920629 -465313 -928348 0
8034 -465766 -920518 -928987 -920605 -465835 -928831 0
8035 -466045 -920578 -929160 -920588 -466116 -929080 0
8036 -463863 -919412 -926510 -920078 -463913 -925794 0
8037 -464651 -919644 -927054 -920085 -464706 -926557 0
8038 -465329 -919810 -927489 -920048 -465389 -927190 0
8039 -465828 -919917 -927784 -920005 -465892 -927631 0
8040 -466090 -919965 -927932 -919975 -466156 -927856 0
8041 -463939 -918971 -925618 -919642 -463985 -924901 0
8042 -464686 -919169 -926091 -919612 -464738 -925596 0
8043 -465328 -919319 -926478 -919557 -465384 -926184 0
8044 -465789 -919405 -926723 -919493 -465847 -926576 0
8045 -466037 -919449 -926853 -919459 -466097 -926783 0
8046 -463940 -918577 -924813 -919246 -463982 -924102 0
8047 -464654 -918760 -925237 -919201 -464701 -924749 0
8048 -465259 -918895 -925580 -919132 -465309 -925293 0
8049 -465692 -918975 -925796 -919063 -465744 -925656 0
8050 -465918 -919011 -925904 -919021 -465972 -925841 0
8051 -463913 -918241 -924104 -918905 -463952 -923401 0
8052 -464578 -918405 -924480 -918842 -464620 -924001 0
8053 -465139 -918528 -924782 -918762 -465184 -924502 0
8054 -465544 -918605 -924975 -918692 -465591 -924841 0
8055 -465755 -918640 -925070 -918650 -465803 -925013 0
8056 -463847 -917948 -923475 -918604 -463881 -922785 0
8057 -464468 -918098 -923810 -918530 -464506 -923341 0
8058 -464995 -918217 -924082 -918447 -465035 -923812 0
8059 -465367 -918289 -924252 -918374 -465408 -924125 0
8060 -465560 -918323 -924336 -918332 -465602 -924285 0
8061 -463751 -917688 -922913 -918334 -463782 -922236 0
8062 -464333 -917834 -923219 -918258 -464366 -922761 0
8063 -464821 -917944 -923464 -918171 -464856 -923202 0
8064 -465169 -918016 -923615 -918100 -465205 -923495 0
8065 -465351 -918053 -923691 -918062 -465388 -923645 0
8066 -463637 -917458 -922409 -918094 -463664 -921746 0
8067 -464182 -917600 -922692 -918018 -464211 -922245 0
8068 -464639 -917710 -922918 -917934 -464670 -922664 0
8069 -464961 -917784 -923061 -917866 -464992 -922947 0
8070 -465124 -917819 -923124 -917828 -465156 -923083 0
8071 -463522 -917263 -921967 -917888 -463546 -921317 0
8072 -464030 -917398 -922223 -917808 -464055 -921787 0
8073 -464451 -917508 -922436 -917728 -464478 -922190 0
8074 -464750 -917585 -922572 -917665 -464777 -922465 0
8075 -464906 -917622 -922631 -917631 -464933 -922595 0
8076 -463391 -917086 -921566 -917702 -463411 -920929 0
8077 -463866 -917219 -921808 -917623 -463888 -921382 0
8078 -464262 -917332 -922009 -917548 -464285 -921771 0
8079 -464545 -917411 -922137 -917491 -464568 -922034 0
8080 -464688 -917450 -922195 -917459 -464712 -922162 0
8081 -463255 -916931 -921210 -917537 -463273 -920586 0
8082 -463704 -917067 -921444 -917464 -463723 -921029 0
8083 -464076 -917179 -921635 -917392 -464095 -921403 0
8084 -464335 -917259 -921752 -917337 -464355 -921654 0
8085 -464467 -917298 -921810 -917306 -464487 -921781 0
8086 -463122 -916799 -920903 -917395 -463137 -920292 0
8087 -463544 -916932 -921124 -917323 -463560 -920717 0
8088 -463898 -917050 -921309 -917258 -463914 -921084 0
8089 -464138 -917130 -921419 -917206 -464155 -921326 0
8090 -464260 -917166 -921468 -917175 -464277 -921442 0
8091 -462991 -916681 -920631 -917270 -463004 -920029 0
8092 -463391 -916818 -920847 -917203 -463405 -920449 0
8093 -463723 -916936 -921023 -917141 -463737 -920804 0
8094 -463949 -917016 -921127 -917092 -463963 -921037 0
8095 -464064 -917054 -921170 -917062 -464078 -921148 0
8096 -462865 -916577 -920386 -917159 -462875 -919793 0
8097 -463244 -916716 -920597 -917095 -463255 -920206 0
8098 -463555 -916834 -920766 -917036 -463566 -920554 0
8099 -463774 -916919 -920870 -916993 -463786 -920783 0
8100 -463878 -916957 -920916 -916966 -463890 -920895 0
8101 -462744 -916488 -920172 -917063 -462753 -919588 0
8102 -463103 -916625 -920375 -917000 -463112 -919991 0
8103 -463395 -916744 -920539 -916942 -463405 -920331 0
8104 -463597 -916828 -920639 -916901 -463607 -920556 0
8105 -463704 -916872 -920690 -916880 -463713 -920672 0
8106 -462631 -916412 -919986 -916979 -462638 -919411 0
8107 -462973 -916550 -920185 -916920 -462981 -919807 0
8108 -463253 -916669 -920347 -916865 -463261 -920143 0
8109 -463450 -916759 -920449 -916831 -463457 -920369 0
8110 -463546 -916800 -920494 -916808 -463554 -920478 0
8111 -462526 -916345 -919823 -916905 -462531 -919257 0
8112 -462855 -916486 -920018 -916851 -462861 -919647 0
8113 -463121 -916604 -920176 -916798 -463127 -919975 0
8114 -463305 -916693 -920275 -916764 -463311 -920198 0
8115 -463398 -916736 -920321 -916743 -463405 -920307 0
8116 -462430 -916288 -919682 -916842 -462435 -919123 0
8117 -462742 -916425 -919871 -916788 -462747 -919504 0
8118 -463002 -916548 -920028 -916740 -463007 -919831 0
8119 -463181 -916638 -920126 -916708 -463186 -920051 0
8120 -463271 -916682 -920173 -916690 -463276 -920160 0
8121 -462342 -916236 -919559 -916787 -462346 -919005 0
8122 -462647 -916376 -919747 -916736 -462651 -919383 0
8123 -462899 -916503 -919905 -916694 -462903 -919711 0
8124 -463068 -916590 -919999 -916660 -463072 -919926 0
8125 -463151 -916634 -920043 -916642 -463155 -920032 0
8126 -462265 -916194 -919458 -916741 -462267 -918908 0
8127 -462561 -916335 -919644 -916692 -462564 -919284 0
8128 -462806 -916463 -919798 -916652 -462809 -919606 0
8129 -462970 -916551 -919893 -916620 -462973 -919821 0
8130 -463051 -916595 -919937 -916603 -463053 -919927 0
8131 -462199 -916159 -919368 -916702 -462200 -918823 0
8132 -462488 -916301 -919557 -916656 -462490 -919200 0
8133 -462722 -916427 -919710 -916616 -462724 -919519 0
8134 -462882 -916517 -919805 -916586 -462884 -919734 0
8135 -462964 -916563 -919850 -916571 -462966 -919840 0
8136 -462139 -916129 -919295 -916669 -462141 -918754 0
8137 -462422 -916270 -919483 -916624 -462423 -919128 0
8138 -462654 -916401 -919641 -916588 -462655 -919452 0
8139 -462809 -916490 -919735 -916559 -462810 -919665 0
8140 -462886 -916535 -919777 -916543 -462887 -919768 0
8141 -462093 -916106 -919244 -916643 -462094 -918706 0
8142 -462371 -916250 -919429 -916602 -462372 -919077 0
8143 -462599 -916379 -919585 -916565 -462600 -919397 0
8144 -462752 -916470 -919679 -916538 -462752 -919609 0
8145 -462828 -916515 -919724 -916523 -462829 -919715 0
8146 -462059 -916090 -919204 -916625 -462059 -918669 0
8147 -462331 -916233 -919386 -916583 -462332 -919035 0
8148 -462555 -916360 -919539 -916546 -462555 -919352 0
8149 -462709 -916454 -919635 -916522 -462709 -919566 0
8150 -462785 -916500 -919681 -916508 -462786 -919673 0
8151 -462038 -916081 -919179 -916614 -462038 -918645 0
8152 -462306 -916221 -919359 -916571 -462306 -919009 0
8153 -462529 -916351 -919512 -916537 -462529 -919326 0
8154 -462680 -916443 -919606 -916511 -462680 -919538 0
8155 -462756 -916490 -919650 -916497 -462757 -919642 0
8156 -462025 -916072 -919164 -916606 -462025 -918630 0
8157 -462295 -916217 -919346 -916566 -462295 -918997 0
8158 -462515 -916345 -919497 -916531 -462515 -919311 0
8159 -462665 -916436 -919591 -916504 -462665 -919523 0
8160 -462741 -916485 -919635 -916492 -462741 -919627 0
8161 -471084 -779574 -1.01962e+06 -876614 -471140 -922523 0
8162 -461987 -711727 -1.02504e+06 -894521 -462121 -842113 0
8163 -450566 -636431 -1.02592e+06 -934328 -450900 -727688 0
8164 -441218 -569644 -1.0256e+06 -984390 -442045 -610028 0
8165 -437904 -532009 -1.02784e+06 -1.02272e+06 -439410 -535621 1
8166 -470809 -783955 -1.01888e+06 -878081 -471296 -924269 0
8167 -461128 -718222 -1.02425e+06 -895524 -462270 -845810 0
8168 -447746 -646107 -1.025e+06 -934389 -450472 -733988 0
8169 -436858 -584737 -1.02369e+06 -983018 -442834 -619430 1
8170 -432151 -551313 -1.02186e+06 -1.01686e+06 -441558 -546901 1
8171 -470038 -792347 -1.01732e+06 -880900 -471299 -927511 0
8172 -459478 -730619 -1.02272e+06 -897629 -462374 -852815 0
8173 -443293 -663885 -1.02303e+06 -934701 -449844 -745662 0
8174 -432255 -609915 -1.01853e+06 -979258 -444851 -636594 1
8175 -427014 -581255 -1.01288e+06 -1.0081e+06 -444909 -568142 1
8176 -468564 -804116 -1.01481e+06 -884963 -470787 -931742 0
8177 -457090 -748020 -1.02036e+06 -900844 -462076 -862547 0
8178 -438962 -688137 -1.01947e+06 -935136 -449518 -761919 0
8179 -427741 -641605 -1.01241e+06 -975317 -446099 -660339 1
8180 -422670 -617109 -1.00394e+06 -999450 -446884 -597387 1
8181 -466483 -818661 -1.01138e+06 -890316 -469663 -936550 0
8182 -454210 -769510 -1.01713e+06 -905240 -461164 -874446 0
8183 -435554 -717612 -1.01549e+06 -936683 -449365 -782604 1
8184 -424163 -677665 -1.00634e+06 -972001 -446412 -689757 1
8185 -419074 -656445 -996540 -992410 -447277 -632373 1
8186 -463993 -835259 -1.00717e+06 -896894 -467928 -941596 0
8187 -451408 -794191 -1.0132e+06 -910979 -459780 -888041 0
8188 -433098 -750891 -1.01136e+06 -939466 -448810 -807070 1
8189 -421731 -717173 -1.00151e+06 -970346 -445729 -724342 1
8190 -416712 -698858 -991690 -987978 -446363 -672919 1
8191 -461732 -853082 -1.00223e+06 -904444 -466069 -946526 0
8192 -449252 -820684 -1.00866e+06 -917873 -458162 -902560 0
8193 -431873 -786356 -1.00796e+06 -943876 -447840 -834474 0
8194 -420643 -758921 -999253 -971418 -444169 -763230 1
8195 -415819 -743548 -989888 -986590 -444415 -718251 1
8196 -460007 -871180 -996999 -912550 -464328 -951309 0
8197 -447750 -847178 -1.00355e+06 -925220 -456301 -916957 0
8198 -432319 -822001 -1.00501e+06 -949243 -447060 -863029 0
8199 -421267 -801015 -999262 -974739 -442404 -804401 1
8200 -416535 -788793 -991435 -988522 -441859 -766382 1
8201 -458630 -888315 -991690 -920414 -462548 -955673 0
8202 -447405 -872139 -998035 -932355 -454874 -930350 0
8203 -433899 -855525 -1.00146e+06 -954318 -446386 -890180 0
8204 -423687 -841295 -999773 -978633 -441230 -844893 1
8205 -418867 -832689 -995780 -993208 -439600 -814527 1
8206 -457639 -903530 -986497 -927453 -460896 -959317 0
8207 -447881 -894007 -992253 -938495 -453836 -941810 0
8208 -436322 -884791 -996428 -957855 -445998 -913689 0
8209 -427211 -877259 -998345 -980686 -440663 -881466 0
8210 -422676 -872684 -998036 -995837 -438493 -859066 0
8211 -457433 -916396 -981614 -933459 -459936 -962047 0
8212 -449014 -911916 -986636 -943310 -453373 -950883 0
8213 -439463 -908325 -990356 -959500 -446295 -932349 0
8214 -431410 -905775 -992483 -978285 -440762 -910621 0
8215 -427291 -904498 -993362 -991572 -438246 -895333 0
8216 -457939 -926726 -977193 -938289 -459734 -963836 0
8217 -450940 -925776 -981461 -946834 -453900 -957443 0
8218 -443167 -925977 -984448 -959910 -447614 -946069 0
8219 -436566 -926934 -985805 -974511 -442500 -932294 0
8220 -432865 -927763 -985977 -984546 -439757 -922302 0
8221 -458981 -934598 -973291 -941936 -460189 -964745 0
8222 -453360 -935892 -976873 -949167 -455239 -961719 0
8223 -447204 -938413 -979152 -959504 -449898 -955367 0
8224 -441926 -941567 -979730 -970605 -445411 -947207 0
8225 -438905 -943945 -979270 -978099 -442895 -941126 0
8226 -460395 -940273 -969926 -944532 -461161 -964900 0
8227 -456035 -942810 -972946 -950518 -457152 -964122 0
8228 -451316 -946541 -974664 -958555 -452833 -961132 0
8229 -447257 -950928 -974584 -966867 -449147 -956756 0
8230 -444905 -954412 -973401 -972369 -447027 -953322 0
8231 -462023 -944085 -967078 -946255 -462481 -964450 0
8232 -458779 -947126 -969687 -951117 -459400 -965075 0
8233 -455303 -951218 -971074 -957280 -456092 -964223 0
8234 -452304 -956013 -970603 -963415 -453240 -962265 0
8235 -450550 -960413 -968541 -967392 -451573 -960538 0
8236 -463732 -946401 -964697 -947289 -463991 -963549 0
8237 -461445 -949431 -967044 -951175 -461766 -964979 0
8238 -459011 -953251 -968362 -955840 -459385 -965399 0
8239 -456907 -957599 -968036 -960313 -457320 -964909 0
8240 -455674 -961973 -965850 -963153 -456107 -964236 0
8241 -465419 -947586 -962707 -947807 -465559 -962347 0
8242 -463927 -950295 -964899 -950865 -464081 -964175 0
8243 -462343 -953476 -966320 -954354 -462502 -965284 0
8244 -460969 -956783 -966579 -957576 -461124 -965631 0
8245 -460157 -959402 -965894 -959577 -460307 -965568 0
8246 -467011 -947977 -961009 -947949 -467085 -960963 0
8247 -466159 -950241 -963085 -950325 -466230 -962931 0
8248 -465244 -952704 -964618 -952899 -465303 -964363 0
8249 -464440 -955011 -965370 -955192 -464485 -965144 0
8250 -463961 -956550 -965476 -956585 -463995 -965407 0
8251 -468466 -947866 -959512 -947836 -468507 -959500 0
8252 -468105 -949682 -961451 -949651 -468140 -961447 0
8253 -467700 -951527 -963007 -951527 -467723 -962983 0
8254 -467332 -953120 -963984 -953138 -467343 -963956 0
8255 -467101 -954087 -964380 -954091 -467104 -964374 0
8256 -469749 -947467 -958142 -947553 -469778 -958027 0
8257 -469765 -948899 -959919 -948922 -469789 -959872 0
8258 -469739 -950270 -961401 -950267 -469757 -961386 0
8259 -469687 -951382 -962412 -951378 -469697 -962406 0
8260 -469640 -952022 -962891 -952021 -469645 -962886 0
8261 -470854 -946924 -956853 -947164 -470880 -956586 0
8262 -471147 -948051 -958455 -948183 -471172 -958297 0
8263 -471389 -949071 -959805 -949127 -471412 -959725 0
8264 -471558 -949863 -960755 -949878 -471579 -960718 0
8265 -471642 -950300 -961228 -950301 -471662 -961206 0
8266 -471786 -946331 -955640 -946723 -471814 -955221 0
8267 -472269 -947218 -957056 -947463 -472300 -956781 0
8268 -472696 -947987 -958254 -948111 -472729 -958098 0
8269 -473016 -948560 -959104 -948602 -473050 -959028 0
8270 -473184 -948866 -959535 -948870 -473219 -959496 0
8271 -472556 -945742 -954504 -946261 -472587 -953953 0
8272 -473164 -946443 -955736 -946785 -473200 -955359 0
8273 -473712 -947030 -956780 -947213 -473753 -956557 0
8274 -474130 -947454 -957524 -947520 -474174 -957414 0
8275 -474353 -947672 -957900 -947679 -474400 -957846 0
8276 -473182 -945180 -953437 -945801 -473216 -952782 0
8277 -473867 -945743 -954505 -946159 -473907 -954049 0
8278 -474487 -946197 -955406 -946425 -474533 -955132 0
8279 -474962 -946516 -956047 -946600 -475012 -955912 0
8280 -475219 -946676 -956369 -946686 -475272 -956306 0
8281 -473677 -944661 -952445 -945356 -473713 -951714 0
8282 -474403 -945116 -953366 -945587 -474445 -952852 0
8283 -475060 -945475 -954142 -945736 -475109 -953832 0
8284 -475563 -945720 -954691 -945818 -475617 -954538 0
8285 -475831 -945840 -954966 -945851 -475888 -954898 0
8286 -474059 -944186 -951526 -944933 -474095 -950742 0
8287 -474804 -944562 -952320 -945071 -474847 -951768 0
8288 -475477 -944854 -952993 -945137 -475526 -952660 0
8289 -475984 -945047 -953465 -945155 -476039 -953304 0
8290 -476258 -945142 -953702 -945154 -476315 -953632 0
8291 -474351 -943757 -950680 -944541 -474387 -949861 0
8292 -475095 -944076 -951371 -944610 -475138 -950794 0
8293 -475760 -944316 -951952 -944613 -475809 -951606 0
8294 -476263 -944476 -952362 -944588 -476316 -952196 0
8295 -476532 -944551 -952563 -944564 -476587 -952495 0
8296 -474564 -943376 -949911 -944182 -474599 -949070 0
8297 -475293 -943647 -950510 -944196 -475334 -949921 0
8298 -475939 -943851 -951016 -944157 -475985 -950665 0
8299 -476428 -943986 -951371 -944102 -476478 -951205 0
8300 -476691 -944052 -951548 -944065 -476743 -951483 0
8301 -474709 -943035 -949210 -943854 -474743 -948359 0
8302 -475414 -943271 -949735 -943827 -475453 -949139 0
8303 -476039 -943451 -950180 -943760 -476082 -949828 0
8304 -476507 -943568 -950488 -943685 -476553 -950325 0
8305 -476756 -943626 -950642 -943639 -476804 -950581 0
8306 -474807 -942736 -948577 -943558 -474838 -947723 0
8307 -475481 -942944 -949040 -943503 -475517 -948445 0
8308 -476076 -943103 -949431 -943413 -476115 -949081 0
8309 -476519 -943209 -949703 -943326 -476561 -949543 0
8310 -476756 -943262 -949839 -943275 -476799 -949783 0
8311 -474852 -942467 -948000 -943288 -474881 -947151 0
8312 -475498 -942655 -948414 -943213 -475530 -947824 0
8313 -476065 -942803 -948767 -943112 -476101 -948422 0
8314 -476485 -942901 -949009 -943018 -476523 -948854 0
8315 -476709 -942953 -949132 -942966 -476748 -949079 0
8316 -474868 -942231 -947487 -943046 -474894 -946646 0
8317 -475480 -942404 -947857 -942958 -475509 -947273 0
8318 -476018 -942543 -948178 -942850 -476050 -947839 0
8319 -476414 -942637 -948397 -942753 -476448 -948247 0
8320 -476625 -942687 -948504 -942700 -476660 -948456 0
8321 -474861 -942024 -947028 -942832 -474884 -946196 0
8322 -475441 -942186 -947363 -942735 -475467 -946789 0
8323 -475947 -942317 -947653 -942621 -475976 -947320 0
8324 -476321 -942410 -947854 -942524 -476351 -947710 0
8325 -476515 -942457 -947948 -942469 -476546 -947905 0
8326 -474832 -941838 -946609 -942639 -474852 -945788 0
8327 -475379 -941992 -946916 -942535 -475402 -946351 0
8328 -475855 -942119 -947185 -942419 -475880 -946860 0
8329 -476206 -942211 -947369 -942323 -476232 -947230 0
8330 -476391 -942259 -947458 -942272 -476418 -947419 0
8331 -474783 -941674 -946233 -942466 -474801 -945423 0
8332 -475302 -941820 -946517 -942357 -475322 -945960 0
8333 -475752 -941947 -946770 -942242 -475774 -946452 0
8334 -476082 -942039 -946943 -942150 -476105 -946808 0
8335 -476255 -942087 -947026 -942100 -476278 -946990 0
8336 -474730 -941533 -945903 -942315 -474746 -945105 0
8337 -475218 -941674 -946167 -942202 -475236 -945621 0
8338 -475640 -941795 -946399 -942087 -475659 -946089 0
8339 -475952 -941890 -946566 -941999 -475972 -946437 0
8340 -476112 -941937 -946641 -941949 -476133 -946609 0
8341 -474662 -941405 -945606 -942177 -474676 -944820 0
8342 -475127 -941545 -945856 -942066 -475142 -945320 0
8343 -475529 -941667 -946077 -941955 -475545 -945774 0
8344 -475822 -941760 -946233 -941868 -475839 -946108 0
8345 -475973 -941808 -946306 -941820 -475990 -946276 0
8346 -474588 -941291 -945339 -942053 -474600 -944565 0
8347 -475032 -941431 -945578 -941945 -475045 -945051 0
8348 -475414 -941553 -945790 -941837 -475428 -945493 0
8349 -475689 -941645 -945936 -941752 -475703 -945815 0
8350 -475839 -941699 -946013 -941711 -475853 -945987 0
8351 -474516 -941193 -945102 -941946 -474526 -944338 0
8352 -474938 -941330 -945333 -941839 -474949 -944814 0
8353 -475300 -941454 -945539 -941733 -475312 -945248 0
8354 -475565 -941549 -945681 -941654 -475577 -945564 0
8355 -475700 -941600 -945752 -941611 -475713 -945728 0
8356 -474443 -941106 -944891 -941852 -474452 -944138 0
8357 -474848 -941243 -945118 -941746 -474857 -944606 0
8358 -475192 -941368 -945318 -941644 -475201 -945033 0
8359 -475440 -941462 -945454 -941566 -475450 -945340 0
8360 -475571 -941515 -945525 -941526 -475581 -945503 0
8361 -474374 -941033 -944709 -941770 -474381 -943966 0
8362 -474760 -941168 -944928 -941664 -474767 -944424 0
8363 -475089 -941292 -945121 -941565 -475097 -944840 0
8364 -475328 -941389 -945257 -941491 -475336 -945147 0
8365 -475451 -941441 -945323 -941452 -475459 -945303 0
8366 -474305 -940969 -944551 -941698 -474311 -943817 0
8367 -474677 -941104 -944763 -941595 -474683 -944267 0
8368 -474994 -941229 -944952 -941499 -475000 -944676 0
8369 -475223 -941326 -945086 -941426 -475230 -944979 0
8370 -475341 -941377 -945147 -941388 -475347 -945129 0
8371 -474241 -940912 -944411 -941634 -474245 -943685 0
8372 -474599 -941048 -944620 -941534 -474604 -944129 0
8373 -474907 -941175 -944807 -941442 -474911 -944535 0
8374 -475126 -941271 -944937 -941371 -475131 -944833 0
8375 -475239 -941323 -944998 -941334 -475244 -944982 0
8376 -474183 -940864 -944291 -941580 -474186 -943572 0
8377 -474529 -941000 -944496 -941482 -474532 -944010 0
8378 -474825 -941127 -944681 -941391 -474829 -944412 0
8379 -475038 -941224 -944810 -941323 -475042 -944707 0
8380 -475146 -941276 -944871 -941287 -475150 -944856 0
8381 -474131 -940825 -944189 -941535 -474134 -943476 0
8382 -474467 -940959 -944388 -941438 -474469 -943907 0
8383 -474753 -941085 -944572 -941348 -474756 -944306 0
8384 -474959 -941184 -944701 -941282 -474962 -944600 0
8385 -475066 -941236 -944762 -941247 -475069 -944748 0
8386 -474086 -940792 -944104 -941497 -474088 -943398 0
8387 -474413 -940925 -944300 -941401 -474414 -943823 0
8388 -474693 -941052 -944483 -941314 -474695 -944220 0
8389 -474894 -941152 -944613 -941249 -474896 -944513 0
8390 -474995 -941204 -944673 -941215 -474997 -944660 0
8391 -474044 -940764 -944035 -941465 -474045 -943333 0
8392 -474366 -940899 -944231 -941371 -474368 -943757 0
8393 -474638 -941024 -944411 -941284 -474640 -944149 0
8394 -474833 -941123 -944539 -941220 -474834 -944440 0
8395 -474936 -941178 -944603 -941189 -474937 -944591 0
8396 -474010 -940742 -943980 -941439 -474010 -943282 0
8397 -474325 -940876 -944174 -941346 -474326 -943703 0
8398 -474595 -941002 -944354 -941261 -474596 -944095 0
8399 -474788 -941102 -944482 -941199 -474788 -944384 0
