zone_ID Sig1(MPa) Sig2(MPa) Sig3(MPa) _Sxx(MPa) _Syy(MPa) _Szz(MPa) _State
1110 -595886 -1.19114e+06 -1.19346e+06 -1.19152e+06 -595886 -1.19308e+06 0
1111 -595740 -1.19118e+06 -1.19329e+06 -1.19175e+06 -595740 -1.19273e+06 0
1112 -595625 -1.19137e+06 -1.19311e+06 -1.19198e+06 -595625 -1.1925e+06 0
1113 -596101 -1.19118e+06 -1.19362e+06 -1.19121e+06 -596101 -1.1936e+06 0
1114 -596026 -1.19115e+06 -1.19357e+06 -1.19132e+06 -596026 -1.1934e+06 0
1115 -595898 -1.19113e+06 -1.19345e+06 -1.19151e+06 -595898 -1.19306e+06 0
1116 -595751 -1.19118e+06 -1.19328e+06 -1.19174e+06 -595751 -1.19271e+06 0
1117 -595634 -1.19137e+06 -1.19309e+06 -1.19198e+06 -595634 -1.19249e+06 0
1118 -596107 -1.19118e+06 -1.19362e+06 -1.1912e+06 -596107 -1.1936e+06 0
1119 -596032 -1.19115e+06 -1.19356e+06 -1.19131e+06 -596032 -1.19339e+06 0
1120 -595903 -1.19113e+06 -1.19344e+06 -1.19151e+06 -595903 -1.19306e+06 0
1121 -595756 -1.19118e+06 -1.19327e+06 -1.19174e+06 -595756 -1.19271e+06 0
1122 -595638 -1.19137e+06 -1.19309e+06 -1.19198e+06 -595638 -1.19248e+06 0
1123 -15270.4 -26917.7 -27613.7 -27044.7 -15270.5 -27486.7 0
1124 -16029.9 -27261.6 -28255.6 -28037.3 -16030.1 -27479.7 0
1125 -16962.1 -27330.8 -29582.7 -29459.7 -16962.3 -27453.6 0
1126 -17873.6 -27365.5 -31034 -30978.4 -17873.8 -27420.9 0
1127 -18453 -27391.8 -31993 -31985.9 -18453.1 -27398.7 0
1128 -15255.4 -26920.1 -27612.3 -27044.6 -15256.2 -27486.9 0
1129 -16006.2 -27263.8 -28249.5 -28031.9 -16007.5 -27480.1 0
1130 -16929.2 -27334.6 -29569.8 -29447.1 -16930.8 -27455.7 0
1131 -17830.8 -27369.2 -31012 -30956.6 -17832.4 -27423 0
1132 -18403.8 -27395.4 -31964.9 -31957.8 -18405.4 -27400.8 0
1133 -15226 -26924.9 -27610.2 -27044.8 -15228.4 -27488 0
1134 -15960.2 -27269 -28237.6 -28021.6 -15963.7 -27481.5 0
1135 -16863.8 -27340.2 -29543.4 -29421.3 -16868 -27458 0
1136 -17746.4 -27375.4 -30968.1 -30913 -17750.8 -27426.1 0
1137 -18307.4 -27402.4 -31909.4 -31902.4 -18311.8 -27405.1 0
1138 -15182.6 -26932 -27606.8 -27045 -15187.1 -27489.2 0
1139 -15892.2 -27276.1 -28219.7 -28006.2 -15898.9 -27483 0
1140 -16766.6 -27347.7 -29503.5 -29382.4 -16774.6 -27460.8 0
1141 -17621.3 -27383.9 -30903 -30848.2 -17629.6 -27430.4 0
1142 -18164.9 -27411.1 -31826.8 -31819.8 -18173 -27410 0
1143 -15126.3 -26941.3 -27602 -27045.6 -15133.5 -27490.6 0
1144 -15804.1 -27285.2 -28196.4 -27986.2 -15814.6 -27484.9 0
1145 -16640.5 -27356.5 -29451.1 -29331.3 -16653 -27463.7 0
1146 -17459.6 -27394.2 -30818 -30763.7 -17472.4 -27435.7 0
1147 -17980.4 -27421.8 -31719 -31712.1 -17992.7 -27416.5 0
1148 -15057.3 -26952 -27596.1 -27046.1 -15067.5 -27491.8 0
1149 -15696.5 -27295.5 -28167.4 -27961.4 -15711.4 -27486.6 0
1150 -16488.4 -27366.6 -29387.1 -29269 -16506 -27467 0
1151 -17265.3 -27406.3 -30714.8 -30661.2 -17283 -27442.2 0
1152 -17758.9 -27434.4 -31588.5 -31581.6 -17775.6 -27424.6 0
1153 -14977.3 -26964.1 -27589.3 -27046.7 -14990.7 -27493.3 0
1154 -15572.9 -27307.3 -28133.8 -27932.7 -15592.3 -27489 0
1155 -16313.4 -27378.2 -29312.6 -29196.8 -16336.1 -27471.3 0
1156 -17041.7 -27418.8 -30594.5 -30541.8 -17064.1 -27449.1 0
1157 -17505 -27448 -31437.4 -31430.6 -17525.9 -27433.8 0
1158 -14887 -26976.8 -27581.3 -27047.1 -14903.6 -27494.3 0
1159 -15435.2 -27319.8 -28095.8 -27900 -15459.1 -27491.7 0
1160 -16119.8 -27391.2 -29229.3 -29116.3 -16147.4 -27476.5 0
1161 -16794.2 -27431.7 -30459.8 -30408.1 -16821.1 -27456.5 0
1162 -17224.4 -27461.7 -31268.3 -31261.7 -17249 -27443.8 0
1163 -14789 -26990.1 -27573 -27047.8 -14808.8 -27495.5 0
1164 -15286 -27332.9 -28054 -27864.2 -15314.1 -27494.6 0
1165 -15910.9 -27404.8 -29138.3 -29028.6 -15943 -27482.3 0
1166 -16527.9 -27445 -30312.7 -30262.4 -16558.5 -27464.8 0
1167 -16922.3 -27474.5 -31083.5 -31077 -16949.7 -27453.6 0
1168 -14684.2 -27003.5 -27565.1 -27048.6 -14706.9 -27497.3 0
1169 -15127.6 -27346.4 -28009.4 -27825.9 -15159.5 -27497.9 0
1170 -15690.1 -27418 -29040.3 -28934.4 -15726.1 -27488 0
1171 -16248 -27457.7 -30155.5 -30106.8 -16281.5 -27473 0
1172 -16605.2 -27486.6 -30886.5 -30880.3 -16634.5 -27463.6 0
1173 -14574.4 -27016.9 -27557 -27049.7 -14599.5 -27499 0
1174 -14963.3 -27359.3 -27962.3 -27785.7 -14998.4 -27500.8 0
1175 -15462.4 -27430.5 -28936.8 -28835.1 -15501.3 -27493.3 0
1176 -15959.8 -27469.6 -29990.6 -29943.8 -15995.1 -27481.1 0
1177 -16278.8 -27497.4 -30680.2 -30674.2 -16309 -27473.2 0
1178 -14460.6 -27029.2 -27548.2 -27050.4 -14487.8 -27499.7 0
1179 -14795 -27371.4 -27913.3 -27744 -14832.6 -27503.2 0
1180 -15229.9 -27442.1 -28828.6 -28731.8 -15270.9 -27498 0
1181 -15667.9 -27481.5 -29820.9 -29776.2 -15704.3 -27489.9 0
1182 -15948.6 -27507.3 -30467.6 -30461.9 -15978.8 -27482.9 0
1183 -14344.8 -27040.6 -27540.1 -27051.4 -14373.6 -27500.6 0
1184 -14625.4 -27383.2 -27863.5 -27701.4 -14664.7 -27506 0
1185 -14997.4 -27452.9 -28718 -28626.3 -15039.5 -27502.5 0
1186 -15376.7 -27491.4 -29647.9 -29605.5 -15413.2 -27497.4 0
1187 -15620.6 -27516.3 -30252.1 -30246.6 -15649.9 -27492.4 0
1188 -14229 -27051.7 -27533.7 -27053.2 -14258.7 -27502.4 0
1189 -14457 -27393.7 -27813.3 -27658.2 -14497.2 -27508.6 0
1190 -14768.1 -27462.9 -28606.9 -28520.6 -14810.4 -27506.8 0
1191 -15090.1 -27499.7 -29473.5 -29433.6 -15125.7 -27504 0
1192 -15299 -27523.7 -30035.9 -30030.8 -15326.7 -27501.1 0
1193 -14113.9 -27061.5 -27527.9 -27055.3 -14144.1 -27503.9 0
1194 -14291.4 -27401.7 -27762.6 -27614.1 -14331.8 -27509.8 0
1195 -14545.2 -27471.8 -28496.6 -28415.9 -14587 -27510.7 0
1196 -14813 -27506.9 -29300.4 -29263.1 -14847.2 -27510.1 0
1197 -14987.3 -27528.5 -29820.9 -29816.1 -15013 -27507.5 0
1198 -14000.7 -27069.7 -27522.2 -27057.3 -14030.9 -27504.5 0
1199 -14130.7 -27408.1 -27713.7 -27570.6 -14170.5 -27511.4 0
1200 -14330.6 -27480 -28387.8 -28312.8 -14371.1 -27514.5 0
1201 -14547.6 -27513 -29130.1 -29095.6 -14579.9 -27515.3 0
1202 -14690.4 -27532.5 -29610.7 -29606.2 -14713.7 -27513.6 0
1203 -13890.5 -27076.4 -27517.4 -27059.3 -13920.2 -27504.9 0
1204 -13976.8 -27412.5 -27668.5 -27528.8 -14015.5 -27513.6 0
1205 -14126.5 -27487 -28281.1 -28211.8 -14165.2 -27517.6 0
1206 -14297 -27517.2 -28964.5 -28932.7 -14326.8 -27519.2 0
1207 -14411.1 -27536.3 -29407.1 -29403 -14431.8 -27519.7 0
1208 -13784.4 -27082.1 -27514 -27061.6 -13813.1 -27505.8 0
1209 -13830.6 -27412.9 -27627 -27488.1 -13867.6 -27514.7 0
1210 -13935.7 -27492.8 -28178 -28114.2 -13972.1 -27520.2 0
1211 -14063.7 -27521 -28805.6 -28776.5 -14090.9 -27522.9 0
1212 -14151.8 -27538.5 -29211.4 -29207.6 -14169.8 -27524.3 0
1213 -13683.4 -27086.6 -27511.1 -27064.2 -13710.9 -27506 0
1214 -13694.3 -27408.9 -27591.7 -27449.6 -13729.4 -27516 0
1215 -13757.9 -27496.4 -28078.4 -28020 -13791.7 -27521.1 0
1216 -13848.5 -27523.1 -28653.5 -28627 -13872.9 -27525.1 0
1217 -13913.2 -27539.7 -29024.7 -29021.4 -13928.6 -27527.7 0
1218 -13587.4 -27090.2 -27509 -27067 -13613.3 -27506.2 0
1219 -13567 -27398.3 -27563.5 -27412.4 -13599.7 -27516.7 0
1220 -13594.4 -27498.9 -27984 -27930.5 -13625.4 -27521.4 0
1221 -13652.7 -27523.8 -28509.2 -28485.2 -13674.4 -27526.2 0
1222 -13697.3 -27539.8 -28848.5 -28845.5 -13710.2 -27529.9 0
1223 -13497.6 -27093.1 -27507.5 -27070.3 -13521.8 -27506.1 0
1224 -13449.9 -27380.6 -27543.5 -27377.1 -13480.1 -27516.8 0
1225 -13446.1 -27500.9 -27895.5 -27846.4 -13474.2 -27521.9 0
1226 -13476.2 -27524.6 -28373.7 -28352 -13495.4 -27527.2 0
1227 -13504.6 -27538.8 -28683.4 -28680.7 -13515.3 -27530.8 0
1228 -13414.5 -27095.6 -27506.4 -27073.8 -13436.8 -27505.9 0
1229 -13343 -27357.3 -27530.7 -27344 -13370.5 -27516.5 0
1230 -13313.1 -27501.6 -27813 -27767.8 -13338.3 -27521.7 0
1231 -13319.7 -27524.4 -28247.3 -28227.7 -13336.3 -27527.5 0
1232 -13333.3 -27536.9 -28529.3 -28526.9 -13342 -27530.6 0
1233 -13338.2 -27098 -27506.3 -27077.8 -13358.6 -27506 0
1234 -13247.2 -27331.6 -27523.9 -27313.8 -13272.1 -27516.9 0
1235 -13195.2 -27501.7 -27737.1 -27694.7 -13217.6 -27521.8 0
1236 -13182.5 -27523.8 -28130.4 -28112.7 -13196.8 -27527.2 0
1237 -13183.8 -27534.3 -28386.6 -28384.5 -13190.8 -27529.4 0
1238 -13269.4 -27100.4 -27506.6 -27082.4 -13287.9 -27506.2 0
1239 -13161.5 -27304.6 -27519.5 -27285.6 -13183.7 -27516.2 0
1240 -13092.7 -27499.8 -27668.5 -27627.4 -13112.4 -27521.3 0
1241 -13064.2 -27522.4 -28022.9 -28006.9 -13076.4 -27526.2 0
1242 -13056.4 -27532.4 -28256.4 -28254.5 -13062 -27528.7 0
1243 -13206.5 -27102.5 -27506.8 -27086.8 -13223 -27506 0
1244 -13086.2 -27278.3 -27516.8 -27260 -13105.9 -27515.5 0
1245 -13003.7 -27494.3 -27608.6 -27565.4 -13020.8 -27520.4 0
1246 -12963.6 -27520.5 -27924.7 -27910.2 -12973.9 -27524.8 0
1247 -12948.7 -27530.7 -28137.6 -28135.9 -12953.1 -27528 0
1248 -13150.2 -27104.8 -27506.9 -27091.5 -13165 -27505.5 0
1249 -13020.7 -27253.6 -27515.5 -27236.9 -13038.1 -27514.9 0
1250 -12928.1 -27480.8 -27562.6 -27509 -12942.9 -27519.5 0
1251 -12879.2 -27518.2 -27835.6 -27822.1 -12887.9 -27523 0
1252 -12858.7 -27527.7 -28029.2 -28027.7 -12862 -27525.9 0
1253 -13100.2 -27107.5 -27507.7 -27096.6 -13113.1 -27505.6 0
1254 -12964.9 -27231.1 -27515.2 -27216.4 -12980 -27514.9 0
1255 -12865.8 -27453.1 -27537.1 -27458.5 -12878.6 -27518.9 0
1256 -12810.1 -27515.3 -27755 -27742.3 -12817.3 -27520.8 0
1257 -12785.7 -27523.9 -27931.2 -27929.8 -12788.2 -27522.8 0
1258 -13056.5 -27110.3 -27507.9 -27101.8 -13067.8 -27505.1 0
1259 -12917.8 -27210.5 -27514.2 -27197.8 -12930.9 -27513.8 0
1260 -12815 -27415.6 -27526.1 -27413 -12825.9 -27517.8 0
1261 -12755.2 -27512.4 -27683.3 -27670.8 -12761.2 -27518.9 0
1262 -12728.8 -27520.9 -27843.8 -27842.5 -12730.7 -27520.2 0
1263 -13018.4 -27112.9 -27507.5 -27106.7 -13028.2 -27503.8 0
1264 -12879 -27192.2 -27513.2 -27181.6 -12890.2 -27512.6 0
1265 -12774.3 -27377 -27520.2 -27372 -12783.6 -27515.9 0
1266 -12712.6 -27508 -27620.4 -27606.7 -12717.5 -27516.8 0
1267 -12685.9 -27518.5 -27766.1 -27764.9 -12687.3 -27518.3 0
1268 -12986.3 -27116.1 -27507.5 -27112.1 -12994.7 -27503.1 0
1269 -12846.9 -27175.8 -27512.2 -27167.2 -12856.5 -27511.2 0
1270 -12742.9 -27340.8 -27516.6 -27335.5 -12750.6 -27514.2 0
1271 -12681.4 -27500.5 -27568.2 -27550 -12685.5 -27514.7 0
1272 -12654.1 -27515.4 -27696.5 -27695.2 -12655.2 -27515.6 0
1273 -12959.3 -27120.1 -27507.9 -27118 -12966.4 -27502.8 0
1274 -12821.5 -27161.5 -27511.2 -27154.6 -12829.6 -27510 0
1275 -12719.5 -27308.3 -27514.3 -27303.2 -12726 -27512.9 0
1276 -12659.7 -27482.6 -27533.8 -27500 -12663 -27513 0
1277 -12633.3 -27512.6 -27635.3 -27633.9 -12634.1 -27513.2 0
1278 -12936.7 -27124.2 -27508.6 -27123.9 -12942.8 -27502.8 0
1279 -12802.1 -27149.4 -27510.8 -27144.1 -12808.9 -27509.4 0
1280 -12702.9 -27279.1 -27512 -27274.6 -12708.3 -27511.1 0
1281 -12646.1 -27449.8 -27520.3 -27455.9 -12648.8 -27511.5 0
1282 -12621.2 -27509.9 -27581.7 -27579.9 -12621.8 -27511.2 0
1283 -12918.9 -27128.3 -27508.5 -27129.5 -12924 -27502.1 0
1284 -12788.9 -27139.9 -27510.6 -27136 -12794.5 -27509 0
1285 -12693.6 -27254 -27510.3 -27250.1 -12698.1 -27509.8 0
1286 -12640.2 -27414.4 -27514.7 -27417.2 -12642.4 -27509.7 0
1287 -12616.9 -27505.8 -27536.4 -27532.6 -12617.3 -27509.2 0
1288 -12903.7 -27131.8 -27507.6 -27134.4 -12908 -27500.8 0
1289 -12779.3 -27131.8 -27510.3 -27129 -12784 -27508.4 0
1290 -12689.4 -27232.1 -27509.5 -27228.8 -12693 -27509.2 0
1291 -12639.6 -27381.5 -27511.1 -27383.2 -12641.4 -27507.7 0
1292 -12619.4 -27487.6 -27512.1 -27491.8 -12619.7 -27507.7 0
1293 -12892.5 -27136.2 -27507.8 -27140 -12896 -27500.5 0
1294 -12774 -27125.4 -27510.6 -27123.6 -12777.8 -27508.6 0
1295 -12688.9 -27213 -27508.7 -27210.3 -12691.9 -27508.4 0
1296 -12643.8 -27352.7 -27509.1 -27353.8 -12645.2 -27506.5 0
1297 -12625.9 -27454.4 -27507.7 -27455.9 -12626.2 -27506 0
1298 -12883.9 -27140.8 -27508.1 -27145.5 -12886.8 -27500.4 0
1299 -12771.1 -27119.6 -27510.3 -27118.6 -12774.3 -27508.1 0
1300 -12691.5 -27196.1 -27506.9 -27193.9 -12694 -27506.7 0
1301 -12652.1 -27327.4 -27507.2 -27328.3 -12653.2 -27505.1 0
1302 -12636.9 -27424.1 -27505.6 -27425 -12637 -27504.5 0
1303 -12877.6 -27145.2 -27507.7 -27150.8 -12880 -27499.7 0
1304 -12770.8 -27114.4 -27509 -27114.1 -12773.4 -27506.8 0
1305 -12697.9 -27182.4 -27505.9 -27180.6 -12699.9 -27505.7 0
1306 -12662.8 -27305.3 -27505.1 -27306.2 -12663.8 -27503.3 0
1307 -12650.7 -27397.5 -27503.4 -27398.2 -12650.8 -27502.7 0
1308 -12874.2 -27149.9 -27507.6 -27156.2 -12876.2 -27499.3 0
1309 -12773.1 -27110.6 -27508.1 -27110.8 -12775.2 -27505.8 0
1310 -12705.9 -27170.4 -27505 -27169 -12707.5 -27504.8 0
1311 -12676.4 -27286.8 -27504 -27287.7 -12677.2 -27502.4 0
1312 -12667.5 -27375.2 -27502.4 -27375.7 -12667.6 -27501.7 0
1313 -12871.9 -27153.9 -27507.2 -27160.9 -12873.4 -27498.7 0
1314 -12776.5 -27107.7 -27507.5 -27108.4 -12778.2 -27505.2 0
1315 -12715.4 -27160.2 -27504.3 -27159.1 -12716.7 -27504.1 0
1316 -12691.3 -27271.2 -27503.6 -27272.2 -12691.9 -27502.1 0
1317 -12684.7 -27355.8 -27501.4 -27356.2 -12684.7 -27500.9 0
1318 -12870.9 -27157.9 -27506.8 -27165.4 -12872.1 -27498.2 0
1319 -12782.1 -27105.9 -27507.2 -27106.9 -12783.4 -27504.9 0
1320 -12727.1 -27152.3 -27504.1 -27151.4 -12728.1 -27503.9 0
1321 -12707 -27257.9 -27502.8 -27258.8 -12707.4 -27501.4 0
1322 -12703.4 -27339.6 -27501 -27340 -12703.5 -27500.5 0
1323 -12871.4 -27162 -27506.4 -27169.9 -12872.4 -27497.6 0
1324 -12787.2 -27103.7 -27505.8 -27105 -12788.2 -27503.6 0
1325 -12738.7 -27145.5 -27503.5 -27144.9 -12739.5 -27503.3 0
1326 -12722.8 -27246.3 -27501.6 -27247.3 -12723.1 -27500.3 0
1327 -12721.7 -27325.8 -27500.3 -27326.1 -12721.8 -27499.9 0
1328 -12872.9 -27166.2 -27506.4 -27174.4 -12873.6 -27497.5 0
1329 -12793.9 -27102.6 -27505.1 -27104.1 -12794.6 -27502.8 0
1330 -12750.5 -27139.9 -27503 -27139.5 -12751 -27502.8 0
1331 -12738.5 -27236.9 -27501.2 -27237.9 -12738.8 -27499.9 0
1332 -12739.5 -27314 -27499.5 -27314.3 -12739.5 -27499.1 0
1333 -12874.5 -27169.9 -27506.4 -27178.3 -12875.1 -27497.3 0
1334 -12800.5 -27101.9 -27504.6 -27103.6 -12801.1 -27502.3 0
1335 -12761.4 -27135 -27502 -27134.8 -12761.9 -27501.9 0
1336 -12753.6 -27228.9 -27500.6 -27230 -12753.8 -27499.4 0
1337 -12756.6 -27304 -27498.5 -27304.4 -12756.7 -27498 0
1338 -12876.7 -27173.2 -27506.2 -27181.9 -12877.1 -27497.1 0
1339 -12807.5 -27101.9 -27504.6 -27103.7 -12807.9 -27502.4 0
1340 -12772.3 -27131.3 -27501.6 -27131.1 -12772.6 -27501.4 0
1341 -12767.4 -27222.1 -27499.9 -27223.2 -12767.5 -27498.7 0
1342 -12772.9 -27296 -27498 -27296.4 -12772.9 -27497.6 0
1343 -12879 -27176.2 -27506 -27185 -12879.3 -27496.9 0
1344 -12814 -27102.2 -27504.6 -27104 -12814.3 -27502.4 0
1345 -12782.7 -27128.4 -27501.3 -27128.3 -12782.9 -27501.1 0
1346 -12781.1 -27217.2 -27499.8 -27218.3 -12781.3 -27498.6 0
1347 -12787.6 -27289.4 -27497.6 -27289.8 -12787.7 -27497.2 0
1348 -12881.2 -27178.7 -27505.7 -27187.5 -12881.4 -27496.7 0
1349 -12819.6 -27102.4 -27504.5 -27104.4 -12819.8 -27502.3 0
1350 -12791.7 -27125.9 -27500.8 -27125.9 -12791.8 -27500.6 0
1351 -12792.7 -27212.9 -27499.4 -27214.1 -12792.8 -27498.1 0
1352 -12800.4 -27283.9 -27497 -27284.3 -12800.4 -27496.6 0
1353 -12883.2 -27180.6 -27505.2 -27189.5 -12883.3 -27496.2 0
1354 -12824.8 -27102.8 -27504.3 -27104.7 -12825 -27502.2 0
1355 -12799.4 -27123.9 -27500.6 -27124 -12799.5 -27500.4 0
1356 -12802.5 -27209.5 -27498.9 -27210.7 -12802.5 -27497.6 0
1357 -12811.5 -27279.7 -27496.8 -27280.1 -12811.5 -27496.4 0
1358 -12885 -27182.3 -27504.6 -27191.2 -12885 -27495.5 0
1359 -12828.7 -27102.6 -27503.4 -27104.6 -12828.7 -27501.4 0
1360 -12805.4 -27122.4 -27500.3 -27122.5 -12805.5 -27500.1 0
1361 -12810.3 -27206.8 -27498.6 -27208.1 -12810.3 -27497.3 0
1362 -12820.3 -27276.4 -27496.4 -27276.8 -12820.3 -27496.1 0
1363 -12886.3 -27183.7 -27504.5 -27192.7 -12886.3 -27495.4 0
1364 -12831.8 -27102.6 -27503.2 -27104.6 -12831.8 -27501.2 0
1365 -12810.4 -27121.4 -27500.2 -27121.6 -12810.5 -27500 0
1366 -12817 -27205.2 -27498.8 -27206.5 -12817 -27497.4 0
1367 -12827.7 -27274.3 -27496.3 -27274.6 -12827.7 -27496 0
1368 -12887.6 -27185 -27504.9 -27194.1 -12887.6 -27495.9 0
1369 -12833.8 -27102.7 -27503.4 -27104.8 -12833.8 -27501.3 0
1370 -12813.5 -27120.7 -27500.2 -27120.9 -12813.5 -27500 0
1371 -12821.2 -27204 -27498.6 -27205.4 -12821.2 -27497.2 0
1372 -12833 -27273 -27496.4 -27273.4 -12833 -27496 0
1373 -12888.1 -27185.7 -27505.4 -27194.8 -12888.1 -27496.3 0
1374 -12835.2 -27103 -27503.7 -27105 -12835.2 -27501.6 0
1375 -12815.1 -27120.2 -27499.8 -27120.4 -12815.1 -27499.6 0
1376 -12823.2 -27203.3 -27498.2 -27204.7 -12823.2 -27496.9 0
1377 -12835.5 -27272.4 -27496.6 -27272.8 -12835.5 -27496.2 0
1378 -42579.1 -81509.5 -83082.3 -82058.7 -42579.1 -82533 0
1379 -43215.1 -81554.2 -83829.5 -82915 -43215.2 -82468.7 0
1380 -43964.2 -81567.6 -84836.3 -84137.8 -43964.4 -82265.9 0
1381 -44673.6 -81629.5 -85788.8 -85442.3 -44673.8 -81975.7 0
1382 -45117 -81713.7 -86356.1 -86310.3 -45117.3 -81759.2 0
1383 -42567 -81515.8 -83077.6 -82059.4 -42567.3 -82533.7 0
1384 -43196 -81563.1 -83820.5 -82911.9 -43196.7 -82471 0
1385 -43936.6 -81578.7 -84821.6 -84128.5 -43937.7 -82270.7 0
1386 -44637.1 -81641.8 -85768.6 -85425 -44639 -81983.6 0
1387 -45075.9 -81728.1 -86334.1 -86288.7 -45078.3 -81771.2 0
1388 -42542.9 -81528.2 -83068.4 -82060.8 -42543.7 -82535 0
1389 -43158.1 -81580.1 -83802.1 -82905.6 -43159.8 -82474.9 0
1390 -43881.9 -81601 -84792.9 -84110.1 -43885 -82280.6 0
1391 -44565.9 -81668.2 -85729.9 -85391.8 -44570.8 -82001.4 0
1392 -44994.2 -81755.1 -86289.9 -86245.3 -45000.5 -81793.4 0
1393 -42507.4 -81546.3 -83054.5 -82062.8 -42508.9 -82536.5 0
1394 -43102.4 -81605.2 -83774.9 -82896.2 -43105.6 -82480.7 0
1395 -43801.7 -81632.7 -84750 -84082.5 -43807.6 -82294.4 0
1396 -44462 -81706.4 -85672.8 -85342.9 -44471.2 -82027 0
1397 -44874.9 -81794.9 -86225.1 -86181.5 -44886.6 -81826.7 0
1398 -42461 -81569.8 -83036 -82065.3 -42463.4 -82538.1 0
1399 -43030.1 -81637.8 -83739.6 -82884.1 -43035.2 -82488.3 0
1400 -43698.2 -81673.9 -84694.6 -84046.5 -43707.4 -82312.7 0
1401 -44327.5 -81754.5 -85598.4 -85279 -44341.9 -82059.5 0
1402 -44720.9 -81846.2 -86140.7 -86098.5 -44739 -81870.2 0
1403 -42403.9 -81597.8 -83013.2 -82068.1 -42407.4 -82539.5 0
1404 -42942 -81677.1 -83696.6 -82869.1 -42949.1 -82497.5 0
1405 -43572.9 -81723.3 -84627.2 -84002.4 -43585.9 -82335.2 0
1406 -44166 -81811.1 -85508.3 -85201.3 -44186 -82098.1 0
1407 -44536.1 -81905.8 -86037.8 -85997.3 -44561.2 -81921.1 0
1408 -42337.5 -81630.2 -82987 -82071.5 -42342 -82541.2 0
1409 -42840 -81721.6 -83646.7 -82851.3 -42849.3 -82507.7 0
1410 -43428.6 -81778.8 -84548.2 -83950.4 -43445.2 -82359.9 0
1411 -43980.9 -81874.6 -85403.7 -85111 -44006.4 -82141.9 0
1412 -44324.1 -81971.1 -85917.6 -85879.1 -44356 -81977.7 0
1413 -42262.9 -81666.3 -82957.9 -82075.5 -42268.6 -82543 0
1414 -42726.1 -81769.5 -83589.8 -82830.4 -42737.5 -82517.6 0
1415 -43268.4 -81838.8 -84458.9 -83891.6 -43288.6 -82386.1 0
1416 -43776.4 -81942.9 -85286.3 -85009.2 -43807 -82189.4 0
1417 -44090.9 -82040.9 -85782.9 -85746.6 -44129 -82039.1 0
1418 -42181.4 -81705.3 -82926.4 -82079.9 -42188.1 -82545 0
1419 -42602.7 -81820.9 -83527.5 -82807.1 -42615.9 -82528.1 0
1420 -43095.7 -81901.6 -84361.6 -83826.8 -43118.9 -82413.1 0
1421 -43556.1 -82012.8 -85156.9 -84896.9 -43591 -82237.9 0
1422 -43841.1 -82113 -85635.8 -85601.7 -43884.4 -82103.8 0
1423 -42093.8 -81746 -82892.5 -82084.3 -42101.5 -82546.5 0
1424 -42471.5 -81874.1 -83461.1 -82781.6 -42486.4 -82538.6 0
1425 -42913.7 -81966 -84257.5 -83757.2 -42939.5 -82440.6 0
1426 -43325.1 -82082.7 -85018.3 -84776.1 -43363.3 -82286.7 0
1427 -43579.3 -82184.5 -85477.8 -85446.2 -43626.4 -82169 0
1428 -42000.8 -81787.6 -82857 -82088.6 -42009.4 -82547.5 0
1429 -42334.7 -81928.6 -83392 -82754.5 -42350.9 -82549.8 0
1430 -42725.8 -82031 -84148.3 -83683.4 -42753.3 -82468.5 0
1431 -43088.2 -82151.9 -84873.2 -84649.2 -43128.5 -82335.5 0
1432 -43311.9 -82254.4 -85312.1 -85283 -43361.3 -82234.1 0
1433 -41904.4 -81829.9 -82821.2 -82093 -41913.5 -82548.9 0
1434 -42194.7 -81984.1 -83321.6 -82726.5 -42211.9 -82562 0
1435 -42534.2 -82094.2 -84035.4 -83605.9 -42562.8 -82495.1 0
1436 -42848.3 -82217.8 -84722.5 -84517.1 -42889.6 -82381.9 0
1437 -43042 -82320.4 -85140.3 -85113.6 -43092.2 -82296.8 0
1438 -41806 -81872.1 -82785.6 -82097.6 -41815.7 -82550.4 0
1439 -42053.5 -82038.2 -83249.9 -82697.2 -42071.2 -82573.2 0
1440 -42343 -82155.5 -83920.5 -83526.4 -42371.9 -82520.7 0
1441 -42609.9 -82280.2 -84569.2 -84382 -42651 -82426.3 0
1442 -42774.9 -82381.5 -84964.9 -84940.7 -42824.3 -82356.2 0
1443 -41706.3 -81912.9 -82750.3 -82101.9 -41716.2 -82551.4 0
1444 -41912 -82089.5 -83177.6 -82666.6 -41929.9 -82582.6 0
1445 -42153.9 -82213.3 -83804.3 -83445.1 -42182.3 -82544 0
1446 -42377 -82338.4 -84415 -84245.6 -42416.8 -82468 0
1447 -42514 -82436.3 -84788 -84766.2 -42561.4 -82410.7 0
1448 -41607.1 -81951.9 -82716.3 -82106.3 -41617.1 -82551.9 0
1449 -41773.1 -82138.1 -83105.7 -82635.4 -41790.7 -82590.8 0
1450 -41969.6 -82267.1 -83689.1 -83363.6 -41997.1 -82565.2 0
1451 -42152 -82391.6 -84261.6 -84109.3 -42189.6 -82506.3 0
1452 -42263.2 -82484.8 -84611.9 -84592.3 -42307.5 -82459.9 0
1453 -41509.2 -81988.1 -82684.2 -82110.4 -41519.1 -82552 0
1454 -41638.3 -82183.5 -83035.4 -82604.1 -41655.3 -82597.7 0
1455 -41792.9 -82316.4 -83576.6 -83282.8 -41818.9 -82584.2 0
1456 -41936.5 -82438 -84109.7 -83973.7 -41971.3 -82539.3 0
1457 -42025.7 -82526.5 -84438.6 -84421.1 -42066.3 -82503.3 0
